season,week,position,pool_n,repl_rank,repl_fwd3,pool_mean,decision_rank_before,decision_pts,repl_pctile
2020,4,WR,66,6,10.1000,3.5447,2.3667,0.8500,0.9091
2020,5,QB,15,2,17.0600,9.4004,17.0600,17.0600,0.8667
2020,5,RB,28,5,4.1500,2.5423,8.8667,1.9667,0.8214
2020,5,TE,45,2,11.2000,4.1119,0.0000,2.8667,0.9556
2020,5,WR,63,6,9.4000,3.5943,2.2000,0.9000,0.9048
2020,6,QB,15,2,15.6000,7.7836,16.6000,3.0800,0.8667
2020,6,RB,30,5,8.4333,3.4017,10.2667,0.8667,0.8333
2020,6,TE,39,2,10.5000,3.4889,5.1000,10.8333,0.9487
2020,6,WR,65,6,8.8000,3.4727,8.6667,7.6000,0.9077
2020,7,QB,15,2,17.0933,5.5089,17.0933,17.9733,0.8667
2020,7,RB,31,5,5.8667,3.1215,3.2667,9.3500,0.8387
2020,7,TE,46,2,5.8667,1.9078,0.9500,3.2000,0.9565
2020,7,WR,65,6,10.2333,3.5521,16.2667,1.4500,0.9077
2020,8,QB,15,2,17.5200,8.6698,17.5200,20.1933,0.8667
2020,8,RB,32,5,5.4500,2.4698,2.1000,4.3667,0.8438
2020,8,TE,46,2,7.0333,2.7782,0.0000,2.5333,0.9565
2020,8,WR,64,6,8.1500,2.4042,8.2000,2.7000,0.9062
2020,9,QB,18,2,10.8000,4.7711,1.2200,2.2667,0.8889
2020,9,RB,29,5,6.3500,2.5167,0.0000,0.2667,0.8276
2020,9,TE,44,2,9.3000,2.6488,9.7000,14.7467,0.9545
2020,9,WR,62,6,7.3333,2.7149,2.7667,0.7000,0.9032
2020,10,QB,17,2,18.1467,6.9896,18.1467,19.4733,0.8824
2020,10,RB,36,5,3.9667,1.9079,5.6000,0.2000,0.8611
2020,10,TE,36,2,10.0667,4.8613,8.6000,1.4000,0.9444
2020,10,WR,62,6,5.9500,2.3444,14.0667,0.7333,0.9032
2020,11,QB,15,2,15.0667,7.6138,25.8000,0.0000,0.8667
2020,11,RB,32,5,5.0667,2.4792,6.2667,6.5667,0.8438
2020,11,TE,42,2,11.1667,3.7122,5.1000,2.8000,0.9524
2020,11,WR,63,6,8.0333,3.0485,20.0667,2.0000,0.9048
2020,12,QB,21,2,17.9933,7.2981,26.6533,26.6533,0.9048
2020,12,RB,38,5,5.5333,2.7149,8.3667,2.0667,0.8684
2020,12,TE,56,2,9.2667,3.1720,1.3000,0.0000,0.9643
2020,12,WR,80,6,9.1333,3.0225,14.6333,3.1333,0.9250
2020,13,QB,15,2,19.6800,11.1609,7.9533,12.2200,0.8667
2020,13,RB,36,5,4.9667,2.5759,0.0000,4.1000,0.8611
2020,13,TE,52,2,8.3667,3.0615,9.7333,8.3667,0.9615
2020,13,WR,70,6,7.6000,2.8241,4.4667,1.3333,0.9143
2020,14,QB,23,2,16.4333,7.9006,9.7467,16.4333,0.9130
2020,14,RB,40,5,7.1667,2.9183,0.9000,3.2000,0.8750
2020,14,TE,51,2,9.6000,3.1778,2.9667,0.0000,0.9608
2020,14,WR,72,6,6.8333,3.0046,1.3333,10.5667,0.9167
2020,15,QB,19,2,19.1600,8.7668,14.0900,14.0900,0.8947
2020,15,RB,51,5,9.2500,3.0843,2.2000,0.0000,0.9020
2020,15,TE,53,2,12.7500,3.5783,5.5500,6.5000,0.9623
2020,15,WR,74,6,9.3500,3.5761,0.1500,9.9500,0.9189
2020,16,QB,26,2,20.0400,8.0785,20.0400,-1.8800,0.9231
2020,16,RB,51,5,10.9000,3.0902,12.3000,15.1000,0.9020
2020,16,TE,56,2,14.3000,4.1911,13.7000,13.8000,0.9643
2020,16,WR,79,6,11.3000,3.3367,0.0000,0.0000,0.9241
2021,2,QB,22,2,26.8667,12.1594,31.2467,19.5667,0.9091
2021,2,RB,41,5,9.9000,4.4504,1.1000,15.4667,0.8780
2021,2,TE,49,2,14.5333,4.5521,10.1000,2.2667,0.9592
2021,2,WR,81,6,9.4000,3.3123,10.7667,5.5667,0.9259
2021,3,QB,17,2,22.5267,14.4955,21.1667,15.7000,0.8824
2021,3,RB,39,5,8.8000,3.2393,4.7667,4.7667,0.8718
2021,3,TE,53,2,14.4000,4.2411,8.5333,14.8333,0.9623
2021,3,WR,82,6,9.2000,3.3367,8.2667,15.4500,0.9268
2021,4,QB,18,2,19.9667,11.0915,11.7200,22.6067,0.8889
2021,4,RB,42,5,10.1000,3.7282,10.2500,7.5667,0.8810
2021,4,TE,59,2,12.0000,3.6633,0.9000,1.0500,0.9661
2021,4,WR,80,6,7.3500,2.3476,1.4000,2.9500,0.9250
2021,5,QB,19,2,16.2067,9.0614,13.5600,7.2200,0.8947
2021,5,RB,34,5,8.5333,4.2078,3.7333,13.6000,0.8529
2021,5,TE,56,2,10.0333,3.6432,4.7333,4.4500,0.9643
2021,5,WR,86,6,8.0333,2.5386,1.5667,8.0333,0.9302
2021,6,QB,16,2,15.4200,8.7279,16.0867,8.8700,0.8750
2021,6,RB,29,5,5.0667,2.7086,0.3000,0.3000,0.8276
2021,6,TE,42,2,9.8000,3.4472,6.4500,17.8500,0.9524
2021,6,WR,71,6,6.0500,2.1037,2.5667,7.6667,0.9155
2021,7,QB,17,2,12.5200,6.3714,0.0000,1.0800,0.8824
2021,7,RB,31,5,5.4500,2.4263,2.6000,0.2333,0.8387
2021,7,TE,41,2,10.0500,2.9085,2.6333,3.8000,0.9512
2021,7,WR,57,6,4.8500,1.8892,3.8500,4.9000,0.8947
2021,8,QB,18,2,13.0400,6.4359,9.8600,10.8000,0.8889
2021,8,RB,35,5,5.0500,2.2471,2.2000,2.2333,0.8571
2021,8,TE,51,2,10.5000,3.3415,8.4000,2.3000,0.9608
2021,8,WR,72,6,8.7667,2.7424,6.4667,3.2333,0.9167
2021,9,QB,18,2,14.0733,5.0135,10.4800,1.7300,0.8889
2021,9,RB,30,5,2.6333,1.7928,4.8667,2.6333,0.8333
2021,9,TE,45,2,8.3500,2.9392,10.5667,1.2667,0.9556
2021,9,WR,62,6,6.8333,2.5578,2.8500,7.5333,0.9032
2021,10,QB,20,2,14.9000,5.5905,10.8133,0.0000,0.9000
2021,10,RB,30,5,2.7000,1.5622,0.0000,2.0000,0.8333
2021,10,TE,49,2,7.3667,2.4933,0.0000,4.6500,0.9592
2021,10,WR,65,6,7.0667,2.8351,6.6667,0.0000,0.9077
2021,11,QB,19,2,15.5300,5.2288,19.1400,17.5600,0.8947
2021,11,RB,44,5,5.6667,2.0591,3.8500,0.0000,0.8864
2021,11,TE,53,2,8.8667,3.0091,17.4333,5.3500,0.9623
2021,11,WR,69,6,8.6333,3.3179,6.3000,4.1333,0.9130
2021,12,QB,18,2,17.3933,7.6698,18.6933,3.9200,0.8889
2021,12,RB,32,5,4.7667,2.3578,1.1500,4.7333,0.8438
2021,12,TE,48,2,8.3000,3.1882,6.4000,7.1667,0.9583
2021,12,WR,69,6,8.5667,2.9370,5.0000,2.8000,0.9130
2021,13,QB,11,2,14.3667,8.2818,10.7467,14.3667,0.8182
2021,13,RB,26,5,5.2000,2.9423,15.1000,13.9000,0.8077
2021,13,TE,38,2,9.5000,3.4957,6.9333,2.8000,0.9474
2021,13,WR,62,6,8.0667,2.9484,3.5333,9.0333,0.9032
2021,14,QB,16,2,15.7267,6.4858,6.8800,-0.3200,0.8750
2021,14,RB,21,5,6.8667,4.2524,2.2333,10.7000,0.7619
2021,14,TE,38,2,7.2667,2.3096,1.9667,3.0667,0.9474
2021,14,WR,65,6,6.8000,2.3533,6.9667,6.9667,0.9077
2021,15,QB,18,2,15.4733,6.8633,5.8400,5.8400,0.8889
2021,15,RB,34,5,10.0333,4.8549,2.4000,2.8667,0.8529
2021,15,TE,61,2,8.8000,2.3790,5.1000,2.9667,0.9672
2021,15,WR,81,6,9.4667,2.6655,5.8000,4.5333,0.9259
2021,16,QB,22,2,18.0800,6.1741,12.9700,18.0800,0.9091
2021,16,RB,40,5,9.5000,4.0862,10.8000,8.3000,0.8750
2021,16,TE,53,2,6.5500,2.1764,1.2500,1.8000,0.9623
2021,16,WR,82,6,7.9500,2.2323,0.0000,0.0000,0.9268
2021,17,QB,20,2,18.6200,7.3220,12.1600,21.9800,0.9000
2021,17,RB,40,5,10.8000,3.8975,3.2000,8.0000,0.8750
2021,17,TE,44,2,10.0800,2.3745,3.1000,15.6000,0.9545
2021,17,WR,79,6,8.2000,2.2187,3.9000,4.9000,0.9241
2022,2,QB,18,2,16.3733,8.6926,1.1333,16.4267,0.8889
2022,2,RB,48,5,8.2333,3.4507,8.2333,19.6000,0.8958
2022,2,TE,43,2,8.7333,3.4194,8.7333,0.0000,0.9535
2022,2,WR,80,6,12.7000,3.6328,16.3667,2.5667,0.9250
2022,3,QB,16,2,17.2200,11.9187,12.6667,17.2200,0.8750
2022,3,RB,41,5,8.7333,3.8163,1.1000,5.2000,0.8780
2022,3,TE,53,2,10.1667,3.1384,2.8667,4.8000,0.9623
2022,3,WR,73,6,8.5333,2.9456,3.8333,12.7000,0.9178
2022,4,QB,18,2,15.6333,9.8659,7.6600,8.7800,0.8889
2022,4,RB,44,5,5.4000,2.9848,2.4500,14.3000,0.8864
2022,4,TE,53,2,11.5333,3.6855,16.2467,4.0000,0.9623
2022,4,WR,75,6,8.8333,3.1749,0.9000,3.0667,0.9200
2022,5,QB,18,2,18.0600,9.9181,12.3600,22.6000,0.8889
2022,5,RB,47,5,7.6667,3.0681,0.2500,2.6000,0.8936
2022,5,TE,53,2,10.5667,2.9031,14.4667,7.1667,0.9623
2022,5,WR,79,6,9.4000,2.8561,18.8500,10.4667,0.9241
2022,6,QB,14,2,13.9400,6.9788,13.9400,0.0000,0.8571
2022,6,RB,26,5,3.6333,2.8058,1.5000,0.0667,0.8077
2022,6,TE,43,2,11.9333,3.2097,11.9333,4.4000,0.9535
2022,6,WR,59,6,7.0000,2.4492,3.4500,11.4667,0.8983
2022,7,QB,13,2,13.4800,8.4510,13.4800,6.4533,0.8462
2022,7,RB,32,5,3.8000,2.3302,0.7000,0.7667,0.8438
2022,7,TE,46,2,14.5500,3.7156,10.3333,9.2667,0.9565
2022,7,WR,54,6,7.1667,3.4867,6.3667,2.3333,0.8889
2022,8,QB,14,2,17.5300,9.0476,8.4200,8.9800,0.8571
2022,8,RB,40,5,5.0333,1.9563,8.1667,0.0000,0.8750
2022,8,TE,51,2,11.3667,2.9477,4.1000,4.5500,0.9608
2022,8,WR,64,6,8.7000,2.9357,2.0000,9.5000,0.9062
2022,9,QB,11,2,8.2333,4.7852,2.8400,8.1733,0.8182
2022,9,RB,31,5,3.7667,1.7538,0.9667,4.8000,0.8387
2022,9,TE,41,2,9.9667,3.1740,1.9333,0.0000,0.9512
2022,9,WR,52,6,6.9000,2.7667,4.5000,4.5000,0.8846
2022,10,QB,14,2,14.8667,6.8445,15.2400,17.4267,0.8571
2022,10,RB,35,5,5.0000,2.6210,5.0000,4.4667,0.8571
2022,10,TE,45,2,8.2000,2.4863,2.8333,4.4667,0.9556
2022,10,WR,60,6,6.9667,2.8844,4.6000,5.6500,0.9000
2022,11,QB,15,2,14.4467,7.0918,14.4467,14.4467,0.8667
2022,11,RB,38,5,5.3667,2.5123,11.9500,0.6333,0.8684
2022,11,TE,39,2,7.6667,2.6372,7.2333,0.8667,0.9487
2022,11,WR,61,6,8.2333,3.1984,8.2000,2.7000,0.9016
2022,12,QB,16,2,15.4300,8.7435,10.2000,20.5933,0.8750
2022,12,RB,41,5,5.6667,2.2614,12.8000,1.8667,0.8780
2022,12,TE,47,2,7.9333,2.5784,7.4333,1.1000,0.9574
2022,12,WR,71,6,6.8333,2.8958,0.0000,0.1000,0.9155
2022,13,QB,19,2,13.5933,6.8125,7.8600,20.6267,0.8947
2022,13,RB,33,5,4.0000,2.5258,4.3667,0.2333,0.8485
2022,13,TE,53,2,7.9333,2.4736,7.0333,2.0000,0.9623
2022,13,WR,68,6,10.6000,2.9956,5.7667,1.4000,0.9118
2022,14,QB,17,2,16.5000,7.1988,13.7467,9.3400,0.8824
2022,14,RB,28,5,2.8000,1.5738,0.0000,0.7333,0.8214
2022,14,TE,36,2,10.1667,3.1866,5.3333,5.3333,0.9444
2022,14,WR,53,6,6.6333,2.2956,0.0000,6.7000,0.8868
2022,15,QB,19,2,17.0267,7.5565,13.9400,13.9400,0.8947
2022,15,RB,47,5,4.2000,1.8652,1.7333,3.3667,0.8936
2022,15,TE,53,2,10.5000,3.3682,7.2667,4.7500,0.9623
2022,15,WR,75,6,8.2000,2.6744,7.1333,2.3000,0.9200
2022,16,QB,20,2,16.2400,5.4125,0.0000,4.7800,0.9000
2022,16,RB,45,5,6.0000,2.5900,7.5500,4.9500,0.8889
2022,16,TE,53,2,13.9500,3.1415,15.4000,0.0000,0.9623
2022,16,WR,72,6,7.5000,2.5444,5.0000,9.6000,0.9167
2022,17,QB,20,2,15.8600,5.8110,0.9200,0.9200,0.9000
2022,17,RB,35,5,6.8000,2.9429,6.3000,7.5000,0.8571
2022,17,TE,47,2,12.4000,2.9830,10.2000,5.5000,0.9574
2022,17,WR,68,6,7.6000,2.2441,6.5000,11.4000,0.9118
2023,2,QB,15,2,22.0867,13.6242,11.4400,16.4000,0.8667
2023,2,RB,38,5,7.5000,4.3863,4.6133,4.4667,0.8684
2023,2,TE,43,2,15.0000,4.7312,5.4667,6.4500,0.9535
2023,2,WR,81,6,8.9333,3.2592,2.1000,5.0667,0.9259
2023,3,QB,20,2,15.6400,8.2082,15.4267,7.9100,0.9000
2023,3,RB,37,5,5.0133,2.3292,0.0000,0.0000,0.8649
2023,3,TE,48,2,13.2667,3.9155,6.4000,0.8333,0.9583
2023,3,WR,70,6,6.6500,2.7036,6.5667,4.9667,0.9143
2023,4,QB,22,2,17.7400,6.7724,2.3867,17.7400,0.9091
2023,4,RB,38,5,6.8667,2.7732,3.9667,0.0000,0.8684
2023,4,TE,55,2,12.5667,3.1316,6.4667,17.8000,0.9636
2023,4,WR,83,6,6.5000,2.2018,3.0500,11.9000,0.9277
2023,5,QB,17,2,13.5900,6.6614,11.1067,13.5900,0.8824
2023,5,RB,21,5,1.6333,1.9016,0.0000,0.3500,0.7619
2023,5,TE,43,2,11.8333,2.5509,9.5000,0.9667,0.9535
2023,5,WR,65,6,5.6500,2.3046,0.0000,4.1333,0.9077
2023,6,QB,16,2,17.4933,9.0433,24.9700,24.9700,0.8750
2023,6,RB,35,5,3.9667,2.3614,2.8000,5.0500,0.8571
2023,6,TE,43,2,13.5667,3.0700,3.7000,5.1333,0.9535
2023,6,WR,72,6,6.9500,2.8479,0.3000,11.5667,0.9167
2023,7,QB,12,2,11.5533,5.6761,6.9533,13.4800,0.8333
2023,7,RB,23,5,2.6667,1.9036,0.0000,0.0000,0.7826
2023,7,TE,39,2,15.7933,2.7605,15.7933,12.2333,0.9487
2023,7,WR,51,6,7.5333,2.8477,1.1500,0.9667,0.8824
2023,8,QB,21,2,14.9267,7.2441,13.3200,9.0533,0.9048
2023,8,RB,40,5,5.9000,2.2463,1.0000,6.6333,0.8750
2023,8,TE,47,2,11.8667,3.0780,9.7667,4.5000,0.9574
2023,8,WR,79,6,7.7667,3.0669,9.7000,3.7500,0.9241
2023,9,QB,12,2,8.5267,4.8106,5.4067,4.8000,0.8333
2023,9,RB,30,5,3.6500,1.7644,1.7500,1.2000,0.8333
2023,9,TE,46,2,8.0000,2.5123,8.3667,8.3667,0.9565
2023,9,WR,70,6,5.7333,2.2164,5.7333,5.4667,0.9143
2023,10,QB,18,2,11.5300,4.3493,2.2467,2.2467,0.8889
2023,10,RB,31,5,2.6333,1.6151,2.5000,2.5000,0.8387
2023,10,TE,44,2,7.1333,2.6807,4.3000,1.2333,0.9545
2023,10,WR,58,6,5.4667,1.9181,7.3000,0.4500,0.8966
2023,11,QB,16,2,17.6500,9.0500,6.4133,17.6500,0.8750
2023,11,RB,27,5,3.1000,1.3346,3.4000,3.9333,0.8148
2023,11,TE,39,2,8.8667,2.6966,5.7667,1.4667,0.9487
2023,11,WR,63,6,6.5000,2.3944,7.0333,3.2500,0.9048
2023,12,QB,18,2,15.4800,8.3815,14.0333,15.4800,0.8889
2023,12,RB,31,5,7.7667,3.5446,2.3500,1.9000,0.8387
2023,12,TE,47,2,9.1667,3.7177,8.8000,8.8000,0.9574
2023,12,WR,86,6,8.0333,2.3248,0.0000,4.6000,0.9302
2023,13,QB,15,2,16.8700,7.9540,16.8700,16.8700,0.8667
2023,13,RB,21,5,3.0667,1.8270,0.4000,3.0667,0.7619
2023,13,TE,43,2,9.0500,2.5926,7.1667,4.5333,0.9535
2023,13,WR,47,6,4.6333,2.6848,2.0333,5.1333,0.8723
2023,14,QB,17,2,16.0867,7.8706,-0.3200,12.6333,0.8824
2023,14,RB,35,5,4.6667,2.7291,0.5000,3.2667,0.8571
2023,14,TE,41,2,12.1667,3.9732,5.0333,6.0333,0.9512
2023,14,WR,72,6,6.1667,2.1958,5.9000,2.2667,0.9167
2023,15,QB,23,2,15.8267,7.4409,1.0867,15.0067,0.9130
2023,15,RB,42,5,4.5000,2.1294,2.6000,1.2667,0.8810
2023,15,TE,55,2,9.3333,3.6036,6.7667,4.3333,0.9636
2023,15,WR,82,6,7.5333,2.6559,0.6000,3.9000,0.9268
2023,16,QB,19,2,19.0600,9.1063,19.0600,9.7200,0.8947
2023,16,RB,37,5,4.8000,2.4486,0.0000,2.8000,0.8649
2023,16,TE,51,2,12.3500,3.7451,9.8000,4.5500,0.9608
2023,16,WR,83,6,8.2000,2.5028,4.2500,1.5500,0.9277
2023,17,QB,22,2,17.8600,8.0236,0.0000,18.0400,0.9091
2023,17,RB,38,5,5.3000,2.0868,6.5000,1.3000,0.8684
2023,17,TE,47,2,9.5000,2.8894,3.1000,10.8000,0.9574
2023,17,WR,71,6,7.8000,2.7352,4.5000,5.5000,0.9155
2024,2,QB,19,2,17.6600,9.1100,10.0800,25.1400,0.8947
2024,2,RB,42,5,7.0333,3.2865,5.5667,0.2000,0.8810
2024,2,TE,52,2,9.4333,2.8093,3.1667,1.1000,0.9615
2024,2,WR,74,6,11.2667,3.6247,17.5000,10.7667,0.9189
2024,3,QB,22,2,21.2267,7.6470,14.4733,13.7067,0.9091
2024,3,RB,45,5,8.6333,3.3785,4.4667,9.1333,0.8889
2024,3,TE,53,2,13.0333,3.4698,5.5000,6.7333,0.9623
2024,3,WR,78,6,10.6000,3.4936,2.3667,5.7500,0.9231
2024,4,QB,17,2,19.4600,10.9769,18.0133,6.2333,0.8824
2024,4,RB,41,5,7.8667,3.5378,7.8667,3.1000,0.8780
2024,4,TE,47,2,11.6333,3.3585,2.7667,0.0000,0.9574
2024,4,WR,79,6,8.6500,2.9979,3.6667,0.7000,0.9241
2024,5,QB,17,2,16.1067,7.8933,19.2900,19.2900,0.8824
2024,5,RB,28,5,6.5333,3.4887,1.8000,2.5500,0.8214
2024,5,TE,42,2,16.2667,3.7659,3.7333,2.7333,0.9524
2024,5,WR,52,6,6.2000,2.1689,5.5333,0.0000,0.8846
2024,6,QB,15,2,14.6333,4.9622,11.1533,16.0333,0.8667
2024,6,RB,34,5,3.9667,1.6529,3.7000,1.2000,0.8529
2024,6,TE,40,2,11.2000,3.6662,3.2667,6.1000,0.9500
2024,6,WR,58,6,7.3000,2.9739,0.4333,8.7667,0.8966
2024,7,QB,22,2,17.4667,6.1902,0.0000,0.0000,0.9091
2024,7,RB,37,5,4.6000,1.8243,2.6333,0.5333,0.8649
2024,7,TE,51,2,11.7000,3.3879,6.0333,6.6667,0.9608
2024,7,WR,67,6,7.2000,2.7403,2.2333,8.5333,0.9104
2024,8,QB,18,2,18.4800,9.4304,18.9733,18.3500,0.8889
2024,8,RB,43,5,4.5000,1.7826,8.6000,8.6500,0.8837
2024,8,TE,56,2,11.3333,3.7525,2.9667,6.8000,0.9643
2024,8,WR,78,6,7.5333,2.4265,5.2000,2.2000,0.9231
2024,9,QB,15,2,20.0600,11.2789,20.5867,20.5867,0.8667
2024,9,RB,36,5,3.2500,1.8361,2.6333,0.3333,0.8611
2024,9,TE,50,2,12.3000,3.7552,8.1000,7.3000,0.9600
2024,9,WR,73,6,7.4333,2.7151,2.8000,2.4000,0.9178
2024,10,QB,14,2,20.0700,11.3683,16.9600,15.6533,0.8571
2024,10,RB,31,5,2.7000,1.6860,0.7000,-0.5333,0.8387
2024,10,TE,41,2,12.5333,4.2389,2.0000,9.8000,0.9512
2024,10,WR,55,6,4.8667,2.0464,4.2333,1.9667,0.8909
2024,11,QB,13,2,18.8933,13.1287,16.4500,20.5733,0.8462
2024,11,RB,34,5,4.6667,2.0529,7.2000,6.8333,0.8529
2024,11,TE,48,2,11.8000,3.1344,11.8000,11.8000,0.9583
2024,11,WR,59,6,6.1333,2.2910,22.2667,0.7000,0.8983
2024,12,QB,13,2,16.0400,7.9262,15.9667,16.0400,0.8462
2024,12,RB,25,5,2.5667,1.9947,0.0000,0.0000,0.8000
2024,12,TE,38,2,7.8333,2.6789,3.4667,4.1667,0.9474
2024,12,WR,58,6,5.2000,1.9144,0.0000,5.2000,0.8966
2024,13,QB,18,2,17.0600,8.6896,0.0000,13.2933,0.8889
2024,13,RB,41,5,5.1000,2.7264,1.1667,2.5333,0.8780
2024,13,TE,57,2,8.1500,2.9389,7.8000,8.1500,0.9649
2024,13,WR,76,6,6.1333,2.4063,4.9667,0.0000,0.9211
2024,14,QB,14,2,13.8333,6.3257,13.8333,13.6200,0.8571
2024,14,RB,25,5,2.9667,1.2720,2.7333,1.3333,0.8000
2024,14,TE,45,2,6.9333,2.3719,6.9333,2.5333,0.9556
2024,14,WR,52,6,4.8667,1.8560,16.9000,3.3333,0.8846
2024,15,QB,25,2,14.5800,4.9419,4.1667,9.1067,0.9200
2024,15,RB,36,5,4.7000,2.4343,0.0000,2.8333,0.8611
2024,15,TE,49,2,10.2333,2.7571,3.3000,8.7000,0.9592
2024,15,WR,80,6,8.6333,3.2886,8.1333,1.6000,0.9250
2024,16,QB,16,2,16.7200,8.8700,4.9400,4.9400,0.8750
2024,16,RB,41,5,4.7500,2.2927,2.8000,2.1000,0.8780
2024,16,TE,51,2,13.3000,3.1578,3.0000,5.8000,0.9608
2024,16,WR,75,6,11.3500,3.2571,11.7000,5.2500,0.9200
2024,17,QB,23,2,18.8600,8.5139,36.4400,11.5200,0.9130
2024,17,RB,40,5,4.7000,2.7275,4.1000,4.1000,0.8750
2024,17,TE,52,2,15.6000,4.0615,14.0000,14.0000,0.9615
2024,17,WR,83,6,10.4600,3.1067,2.5000,8.5000,0.9277
2025,2,QB,22,2,19.1800,9.5682,15.1733,23.7600,0.9091
2025,2,RB,39,5,6.0500,2.7291,2.1500,16.2667,0.8718
2025,2,TE,50,2,11.6667,3.4790,0.8000,13.2667,0.9600
2025,2,WR,78,6,9.0667,2.9889,2.9667,14.1000,0.9231
2025,3,QB,22,2,19.6733,8.0917,15.0067,21.2400,0.9091
2025,3,RB,40,5,6.6000,2.9197,3.3500,7.2000,0.8750
2025,3,TE,51,2,12.2333,3.5503,1.0500,8.8500,0.9608
2025,3,WR,79,6,7.8333,2.7346,0.0000,7.1667,0.9241
2025,4,QB,19,2,21.2100,10.3663,18.7533,13.0300,0.8947
2025,4,RB,37,5,4.5000,2.3550,10.6500,2.0667,0.8649
2025,4,TE,57,2,13.8667,3.5693,1.8000,12.1000,0.9649
2025,4,WR,81,6,8.0000,2.7043,3.3667,5.2000,0.9259
2025,5,QB,16,2,18.4300,7.7904,13.1267,0.0000,0.8750
2025,5,RB,35,5,6.0000,2.4000,1.1000,7.9333,0.8571
2025,5,TE,49,2,8.9000,2.7639,8.4333,7.2333,0.9592
2025,5,WR,61,6,8.3333,2.6123,4.3000,0.0000,0.9016
2025,6,QB,14,2,22.3000,11.5233,17.1467,22.3000,0.8571
2025,6,RB,31,5,5.9500,2.6796,0.5333,13.3667,0.8387
2025,6,TE,50,2,14.0000,3.7223,0.8000,19.9667,0.9600
2025,6,WR,67,6,6.5500,2.1868,1.6000,1.3500,0.9104
2025,7,QB,19,2,22.1300,9.0605,11.7733,11.7733,0.8947
2025,7,RB,33,5,6.0667,2.7429,7.9000,1.2000,0.8485
2025,7,TE,48,2,12.6000,3.3903,12.6000,1.6333,0.9583
2025,7,WR,76,6,6.9500,2.1011,5.8500,0.0000,0.9211
2025,8,QB,15,2,11.5000,4.5227,9.7300,9.7300,0.8667
2025,8,RB,28,5,3.1500,2.3327,10.7000,1.5000,0.8214
2025,8,TE,39,2,11.0000,3.3701,8.7000,11.0000,0.9487
2025,8,WR,52,6,3.0333,1.5365,0.0000,1.9667,0.8846
2025,9,QB,12,2,18.5000,10.8147,13.8800,9.5267,0.8333
2025,9,RB,30,5,3.2333,1.5467,8.1000,1.3000,0.8333
2025,9,TE,48,2,10.4667,3.5094,6.7000,6.7000,0.9583
2025,9,WR,65,6,6.6333,2.5029,3.2000,16.0667,0.9077
2025,10,QB,15,2,19.3400,6.6218,20.8733,0.9733,0.8667
2025,10,RB,28,5,4.0667,2.0167,4.0667,8.2333,0.8214
2025,10,TE,51,2,10.0667,2.6922,2.4667,10.0667,0.9608
2025,10,WR,61,6,7.7667,2.1578,0.0667,10.6000,0.9016
2025,11,QB,18,2,15.8700,8.2806,11.7467,0.0000,0.8889
2025,11,RB,36,5,4.0667,1.4926,2.9500,0.4000,0.8611
2025,11,TE,50,2,11.0000,2.9227,11.2000,6.7000,0.9600
2025,11,WR,70,6,6.5000,2.3275,0.0000,10.0500,0.9143
2025,12,QB,14,2,15.8333,7.2810,21.6600,0.0000,0.8571
2025,12,RB,28,5,2.6667,1.6030,3.0333,8.1000,0.8214
2025,12,TE,52,2,9.6000,2.8949,4.0667,14.4667,0.9615
2025,12,WR,61,6,5.9000,1.8311,8.7000,0.6000,0.9016
2025,13,QB,19,2,18.8200,9.6588,8.4333,-0.5867,0.8947
2025,13,RB,37,5,6.7333,2.7153,0.5667,8.2000,0.8649
2025,13,TE,53,2,11.7667,3.4869,3.3667,4.8000,0.9623
2025,13,WR,79,6,7.4000,2.2797,3.1667,4.3000,0.9241
2025,14,QB,18,2,17.8800,6.8785,16.6867,19.0400,0.8889
2025,14,RB,33,5,3.6000,1.6576,0.5667,2.7000,0.8485
2025,14,TE,55,2,9.5667,2.9868,4.6333,2.8333,0.9636
2025,14,WR,60,6,4.7667,1.6394,2.1000,6.5667,0.9000
2025,15,QB,19,2,20.2667,8.5340,14.1667,5.4333,0.8947
2025,15,RB,41,5,5.7333,2.6350,4.0667,0.0000,0.8780
2025,15,TE,50,2,9.2667,3.5548,13.5000,6.8000,0.9600
2025,15,WR,72,6,5.7333,2.0995,2.0333,0.0000,0.9167
2025,16,QB,23,2,20.7700,8.5122,0.6800,13.1100,0.9130
2025,16,RB,39,5,5.1500,2.7846,4.6000,12.4500,0.8718
2025,16,TE,59,2,12.8000,3.6119,14.8500,12.8000,0.9661
2025,16,WR,79,6,7.3500,2.2728,7.9000,2.9000,0.9241
2025,17,QB,19,2,21.1400,6.8274,5.1800,21.7600,0.8947
2025,17,RB,43,5,6.2000,2.9791,3.0000,0.2000,0.8837
2025,17,TE,55,2,10.4000,3.2036,10.4000,6.1000,0.9636
2025,17,WR,75,6,5.9000,1.9560,2.3000,1.1000,0.9200
