scheme,season,week,arm,rank_within_arm,player,position,team,pts_prior_week,fwd3,fwd3_span,week_ceiling,pool_mean_pos,pool_n_pos,vs_pos,edge,train_seasons
walk_forward,2025,3,repo,2,Parker Washington,WR,JAX,5.4000,6.1333,3,23.5900,2.7346,79,3.3987,2.7667,"2022,2023,2024"
walk_forward,2025,3,repo,3,Isiah Pacheco,RB,KC,5.3000,8.1667,3,23.5900,2.9198,40,5.2469,2.4663,"2022,2023,2024"
walk_forward,2025,3,naive,1,Hunter Henry,TE,NE,29.0000,8.0667,3,23.5900,3.5503,51,4.5163,,"2022,2023,2024"
walk_forward,2025,3,naive,2,Mark Andrews,TE,BAL,27.1000,6.9333,3,23.5900,3.5503,51,3.3830,,"2022,2023,2024"
walk_forward,2025,3,naive,3,Geno Smith,QB,LV,26.0600,8.1200,3,23.5900,8.0917,22,0.0283,,"2022,2023,2024"
walk_forward,2025,4,repo,1,Cole Kmet,TE,CHI,7.6000,1.8000,2,23.7333,3.5693,57,-1.7693,11.3667,"2022,2023,2024"
walk_forward,2025,4,repo,2,Woody Marks,RB,HOU,25.9000,6.7000,2,23.7333,2.3550,37,4.3450,6.8673,"2022,2023,2024"
walk_forward,2025,4,repo,3,Bo Nix,QB,DEN,25.7400,23.7333,3,23.7333,10.3663,19,13.3670,2.8615,"2022,2023,2024"
walk_forward,2025,4,naive,1,Justin Fields,QB,NYJ,27.1400,11.6200,3,23.7333,10.3663,19,1.2537,,"2022,2023,2024"
walk_forward,2025,4,naive,2,Justice Hill,RB,BAL,26.2000,4.3000,2,23.7333,2.3550,37,1.9450,,"2022,2023,2024"
walk_forward,2025,4,naive,3,Woody Marks,RB,HOU,25.9000,6.7000,2,23.7333,2.3550,37,4.3450,,"2022,2023,2024"
walk_forward,2025,5,repo,1,Michael Carter,RB,ARI,15.8000,6.0000,2,23.8133,2.4000,35,3.6000,3.8821,"2022,2023,2024"
walk_forward,2025,5,repo,2,Andrei Iosivas,WR,CIN,10.7000,2.4667,3,23.8133,2.6123,61,-0.1456,1.7598,"2022,2023,2024"
walk_forward,2025,5,repo,3,Jordan Addison,WR,MIN,12.6000,13.7000,2,23.8133,2.6123,61,11.0877,1.6000,"2022,2023,2024"
walk_forward,2025,5,naive,1,Trevor Lawrence,QB,JAX,26.2400,18.4300,2,23.8133,7.7904,16,10.6396,,"2022,2023,2024"
walk_forward,2025,5,naive,2,Mac Jones,QB,SF,22.1800,11.4600,3,23.8133,7.7904,16,3.6696,,"2022,2023,2024"
walk_forward,2025,5,naive,3,Theo Johnson,TE,NYG,21.3000,8.4333,3,23.8133,2.7639,49,5.6694,,"2022,2023,2024"
walk_forward,2025,6,repo,1,Evan Engram,TE,DEN,9.9000,5.6000,3,27.0000,3.7223,50,1.8777,8.3214,"2022,2023,2024"
walk_forward,2025,6,repo,2,Cade Otton,TE,TB,10.1000,10.7500,2,27.0000,3.7223,50,7.0277,7.2854,"2022,2023,2024"
walk_forward,2025,6,repo,3,Kimani Vidal,RB,LAC,21.3000,9.2333,3,27.0000,2.6796,31,6.5538,3.5067,"2022,2023,2024"
walk_forward,2025,6,naive,1,Jaxson Dart,QB,NYG,23.6000,25.0267,3,27.0000,11.5233,14,13.5033,,"2022,2023,2024"
walk_forward,2025,6,naive,2,Jayden Daniels,QB,WAS,21.6400,10.9867,3,27.0000,11.5233,14,-0.5367,,"2022,2023,2024"
walk_forward,2025,6,naive,3,Kimani Vidal,RB,LAC,21.3000,9.2333,3,27.0000,2.6796,31,6.5538,,"2022,2023,2024"
walk_forward,2025,7,repo,1,Dillon Gabriel,QB,CLE,5.8400,15.8100,2,27.5100,9.0605,19,6.7495,3.9188,"2022,2023,2024"
walk_forward,2025,7,repo,2,Xavier Legette,WR,CAR,19.7000,1.8000,3,27.5100,2.1011,76,-0.3011,2.9348,"2022,2023,2024"
walk_forward,2025,7,repo,3,Tyjae Spears,RB,TEN,5.5000,11.7000,2,27.5100,2.7429,33,8.9571,2.9193,"2022,2023,2024"
walk_forward,2025,7,naive,1,Oronde Gadsden II,TE,LAC,29.4000,11.6000,3,27.5100,3.3903,48,8.2097,,"2022,2023,2024"
walk_forward,2025,7,naive,2,Jaxson Dart,QB,NYG,28.4200,24.3133,3,27.5100,9.0605,19,15.2528,,"2022,2023,2024"
walk_forward,2025,7,naive,3,Pat Freiermuth,TE,PIT,28.1000,7.4333,3,27.5100,3.3903,48,4.0431,,"2022,2023,2024"
walk_forward,2025,8,repo,1,Cam Ward,QB,TEN,12.7600,9.7300,2,20.2800,4.5227,15,5.2073,7.1839,"2022,2023,2024"
walk_forward,2025,8,repo,2,Cade Otton,TE,TB,8.0000,11.0000,2,20.2800,3.3701,39,7.6299,2.6193,"2022,2023,2024"
walk_forward,2025,8,repo,3,Dillon Gabriel,QB,CLE,11.5400,11.5000,2,20.2800,4.5227,15,6.9773,2.3442,"2022,2023,2024"
walk_forward,2025,8,naive,1,Joe Flacco,QB,CIN,24.3200,20.2800,2,20.2800,4.5227,15,15.7573,,"2022,2023,2024"
walk_forward,2025,8,naive,2,Rashee Rice,WR,KC,21.0000,11.7000,2,20.2800,1.5365,52,10.1635,,"2022,2023,2024"
walk_forward,2025,8,naive,3,Tyler Huntley,QB,BAL,16.7400,0.0000,3,20.2800,4.5227,15,-4.5227,,"2022,2023,2024"
walk_forward,2025,9,repo,1,Brock Bowers,TE,LV,43.3000,9.8000,3,20.6333,3.5094,48,6.2906,9.5333,"2022,2023,2024"
walk_forward,2025,9,repo,2,Darius Slayton,WR,NYG,8.7000,4.5667,3,20.6333,2.5029,65,2.0637,3.2000,"2022,2023,2024"
walk_forward,2025,9,repo,3,Devin Singletary,RB,NYG,6.1000,10.2333,3,20.6333,1.5467,30,8.6867,2.9791,"2022,2023,2024"
walk_forward,2025,9,naive,1,Brock Bowers,TE,LV,43.3000,9.8000,3,20.6333,3.5094,48,6.2906,,"2022,2023,2024"
walk_forward,2025,9,naive,2,Joe Flacco,QB,CIN,30.7000,9.7400,2,20.6333,10.8147,12,-1.0747,,"2022,2023,2024"
walk_forward,2025,9,naive,3,Colston Loveland,TE,CHI,29.8000,10.4667,3,20.6333,3.5094,48,6.9573,,"2022,2023,2024"
walk_forward,2025,10,repo,1,Cade Otton,TE,TB,17.2000,4.6000,3,20.8733,2.6922,51,1.9078,3.6354,"2022,2023,2024"
walk_forward,2025,10,repo,2,Dillon Gabriel,QB,CLE,20.0800,0.9733,3,20.8733,6.6218,15,-5.6484,2.8213,"2022,2023,2024"
walk_forward,2025,10,repo,3,Ty Johnson,RB,BUF,3.6000,8.2333,3,20.8733,2.0167,28,6.2167,2.7000,"2022,2023,2024"
walk_forward,2025,10,naive,1,Davis Mills,QB,HOU,27.6800,10.2933,3,20.8733,6.6218,15,3.6716,,"2022,2023,2024"
walk_forward,2025,10,naive,2,George Kittle,TE,SF,23.4000,16.4000,3,20.8733,2.6922,51,13.7078,,"2022,2023,2024"
walk_forward,2025,10,naive,3,Mac Jones,QB,SF,23.0600,-0.0333,3,20.8733,6.6218,15,-6.6551,,"2022,2023,2024"
walk_forward,2025,11,repo,1,Cam Ward,QB,TEN,13.0600,13.7867,3,19.1200,8.2806,18,5.5061,6.5598,"2022,2023,2024"
walk_forward,2025,11,repo,2,George Kittle,TE,SF,24.7000,12.2500,2,19.1200,2.9227,50,9.3273,4.4570,"2022,2023,2024"
walk_forward,2025,11,repo,3,Sean Tucker,RB,TB,33.0000,4.6667,3,19.1200,1.4926,36,3.1741,4.0405,"2022,2023,2024"
walk_forward,2025,11,naive,1,Sean Tucker,RB,TB,33.0000,4.6667,3,19.1200,1.4926,36,3.1741,,"2022,2023,2024"
walk_forward,2025,11,naive,2,Bryce Young,QB,CAR,31.8200,15.4000,2,19.1200,8.2806,18,7.1194,,"2022,2023,2024"
walk_forward,2025,11,naive,3,George Kittle,TE,SF,24.7000,12.2500,2,19.1200,2.9227,50,9.3273,,"2022,2023,2024"
walk_forward,2025,12,repo,1,Davis Mills,QB,HOU,14.5200,0.0000,3,21.6600,7.2810,14,-7.2810,2.8155,"2022,2023,2024"
walk_forward,2025,12,repo,2,Darnell Mooney,WR,ATL,14.9000,3.2000,3,21.6600,1.8311,61,1.3689,2.7333,"2022,2023,2024"
walk_forward,2025,12,repo,3,Mason Rudolph,QB,PIT,7.5400,-0.6667,3,21.6600,7.2810,14,-7.9476,1.5344,"2022,2023,2024"
walk_forward,2025,12,naive,1,Jameis Winston,QB,NYG,31.7400,0.0000,2,21.6600,7.2810,14,-7.2810,,"2022,2023,2024"
walk_forward,2025,12,naive,2,Cam Ward,QB,TEN,23.9400,10.8067,3,21.6600,7.2810,14,3.5257,,"2022,2023,2024"
walk_forward,2025,12,naive,3,Colston Loveland,TE,CHI,14.9000,9.6000,3,21.6600,2.8949,52,6.7051,,"2022,2023,2024"
walk_forward,2025,13,repo,1,Kirk Cousins,QB,ATL,13.3600,15.6600,3,28.5500,9.6588,19,6.0012,6.2827,"2022,2023,2024"
walk_forward,2025,13,repo,2,Michael Carter,RB,ARI,8.9000,7.3333,3,28.5500,2.7153,37,4.6180,3.8000,"2022,2023,2024"
walk_forward,2025,13,repo,3,Jeremy McNichols,RB,WAS,4.0000,1.8667,3,28.5500,2.7153,37,-0.8486,2.9000,"2022,2023,2024"
walk_forward,2025,13,naive,1,Dontayvion Wicks,WR,GB,25.0000,1.1000,3,28.5500,2.2797,79,-1.1797,,"2022,2023,2024"
walk_forward,2025,13,naive,2,Marcus Mariota,QB,WAS,23.2600,5.4467,3,28.5500,9.6588,19,-4.2121,,"2022,2023,2024"
walk_forward,2025,13,naive,3,Bryce Young,QB,CAR,22.5400,16.5300,2,28.5500,9.6588,19,6.8712,,"2022,2023,2024"
walk_forward,2025,14,repo,1,Jaylen Wright,RB,MIA,16.7000,6.3333,3,19.0400,1.6576,33,4.6758,5.9322,"2022,2023,2024"
walk_forward,2025,14,repo,2,Devin Neal,RB,NO,14.9000,3.2333,3,19.0400,1.6576,33,1.5758,5.2813,"2022,2023,2024"
walk_forward,2025,14,repo,3,Devaughn Vele,WR,NO,5.5000,3.1333,3,19.0400,1.6394,60,1.4939,1.4366,"2022,2023,2024"
walk_forward,2025,14,naive,1,Shedeur Sanders,QB,CLE,33.4600,8.0333,3,19.0400,6.8785,18,1.1548,,"2022,2023,2024"
walk_forward,2025,14,naive,2,Joe Burrow,QB,CIN,23.3600,18.2867,3,19.0400,6.8785,18,11.4081,,"2022,2023,2024"
walk_forward,2025,14,naive,3,Tyler Shough,QB,NO,21.2600,19.0400,3,19.0400,6.8785,18,12.1615,,"2022,2023,2024"
walk_forward,2025,15,repo,1,Michael Carter,RB,ARI,11.4000,5.7333,3,24.3333,2.6350,41,3.0984,6.2706,"2022,2023,2024"
walk_forward,2025,15,repo,2,Jawhar Jordan,RB,HOU,12.8000,4.4667,3,24.3333,2.6350,41,1.8317,3.1878,"2022,2023,2024"
walk_forward,2025,15,repo,3,Mike Evans,WR,TB,16.2000,8.8667,3,24.3333,2.0995,72,6.7671,1.6500,"2022,2023,2024"
walk_forward,2025,15,naive,1,Kirk Cousins,QB,ATL,26.9200,11.9733,3,24.3333,8.5340,19,3.4393,,"2022,2023,2024"
walk_forward,2025,15,naive,2,Brock Purdy,QB,SF,26.2000,24.3333,3,24.3333,8.5340,19,15.7993,,"2022,2023,2024"
walk_forward,2025,15,naive,3,Darren Waller,TE,MIA,25.6000,2.6667,3,24.3333,3.5548,50,-0.8881,,"2022,2023,2024"
walk_forward,2025,16,repo,1,Colby Parkinson,TE,LA,4.1000,15.4500,2,21.8400,3.6119,59,11.8381,4.2959,"2022,2023,2024"
walk_forward,2025,16,repo,2,Kirk Cousins,QB,ATL,17.5800,9.1700,2,21.8400,8.5122,23,0.6578,3.9279,"2022,2023,2024"
walk_forward,2025,16,repo,3,Jawhar Jordan,RB,HOU,9.5000,1.9500,2,21.8400,2.7846,39,-0.8346,3.8022,"2022,2023,2024"
walk_forward,2025,16,naive,1,Brock Purdy,QB,SF,30.9000,21.0500,2,21.8400,8.5122,23,12.5378,,"2022,2023,2024"
walk_forward,2025,16,naive,2,Joe Burrow,QB,CIN,28.9600,20.7700,2,21.8400,8.5122,23,12.2578,,"2022,2023,2024"
walk_forward,2025,16,naive,3,Cam Ward,QB,TEN,18.0200,13.1100,2,21.8400,8.5122,23,4.5978,,"2022,2023,2024"
walk_forward,2025,17,repo,1,Joe Burrow,QB,CIN,20.4000,21.1400,1,24.4000,6.8274,19,14.3126,4.8634,"2022,2023,2024"
walk_forward,2025,17,repo,2,Malik Davis,RB,DAL,10.3000,0.0000,1,24.4000,2.9791,43,-2.9791,2.1189,"2022,2023,2024"
walk_forward,2025,17,repo,3,Cam Ward,QB,TEN,17.0400,9.1800,1,24.4000,6.8274,19,2.3526,1.7056,"2022,2023,2024"
walk_forward,2025,17,naive,1,Brock Purdy,QB,SF,36.9200,5.1800,1,24.4000,6.8274,19,-1.6474,,"2022,2023,2024"
walk_forward,2025,17,naive,2,Malik Willis,QB,GB,31.5200,0.0000,1,24.4000,6.8274,19,-6.8274,,"2022,2023,2024"
walk_forward,2025,17,naive,3,Tyler Shough,QB,NO,21.9200,21.7600,1,24.4000,6.8274,19,14.9326,,"2022,2023,2024"
wf_plus_pts,2023,2,repo,1,D'Andre Swift,RB,PHI,25.6000,14.6667,3,31.9333,4.3863,38,10.2804,3.9072,2022
wf_plus_pts,2023,2,repo,2,Jerome Ford,RB,CLE,22.6000,12.5500,2,31.9333,4.3863,38,8.1637,3.6466,2022
wf_plus_pts,2023,2,repo,3,Zack Moss,RB,IND,18.7000,21.0000,3,31.9333,4.3863,38,16.6137,3.3880,2022
wf_plus_pts,2023,2,naive,1,Daniel Jones,QB,NYG,30.7400,6.6200,3,31.9333,13.6242,15,-7.0042,,2022
wf_plus_pts,2023,2,naive,2,D'Andre Swift,RB,PHI,25.6000,14.6667,3,31.9333,4.3863,38,10.2804,,2022
wf_plus_pts,2023,2,naive,3,Jalen Hurts,QB,PHI,25.2200,23.7867,3,31.9333,13.6242,15,10.1624,,2022
wf_plus_pts,2023,3,repo,1,Joshua Dobbs,QB,ARI,17.0600,14.0800,3,21.9333,8.2082,20,5.8718,5.7101,2022
wf_plus_pts,2023,3,repo,2,Alec Pierce,WR,IND,5.8000,3.2667,3,21.9333,2.7036,70,0.5631,4.7189,2022
wf_plus_pts,2023,3,repo,3,Josh Downs,WR,IND,9.7000,9.2333,3,21.9333,2.7036,70,6.5298,3.2269,2022
wf_plus_pts,2023,3,naive,1,De'Von Achane,RB,MIA,49.3000,15.5000,3,21.9333,2.3292,37,13.1708,,2022
wf_plus_pts,2023,3,naive,2,Lamar Jackson,QB,BAL,28.1800,18.4000,3,21.9333,8.2082,20,10.1918,,2022
wf_plus_pts,2023,3,naive,3,Andy Dalton,QB,CAR,23.5400,0.0333,3,21.9333,8.2082,20,-8.1748,,2022
wf_plus_pts,2023,4,repo,1,Ryan Tannehill,QB,TEN,12.7000,5.4000,2,18.6800,6.7724,22,-1.3724,5.8121,2022
wf_plus_pts,2023,4,repo,2,Allen Lazard,WR,NYJ,13.6000,3.0500,2,18.6800,2.2018,83,0.8482,2.3923,2022
wf_plus_pts,2023,4,repo,3,Van Jefferson,WR,LA,3.9000,0.3333,3,18.6800,2.2018,83,-1.8685,2.1318,2022
wf_plus_pts,2023,4,naive,1,Anthony Richardson,QB,IND,29.6000,1.4733,3,18.6800,6.7724,22,-5.2991,,2022
wf_plus_pts,2023,4,naive,2,Justin Fields,QB,CHI,27.9000,12.6333,3,18.6800,6.7724,22,5.8609,,2022
wf_plus_pts,2023,4,naive,3,Sam Howell,QB,WAS,19.6000,17.7400,3,18.6800,6.7724,22,10.9676,,2022
wf_plus_pts,2023,5,repo,1,Allen Robinson,WR,PIT,5.4000,0.6000,2,20.7100,2.3046,65,-1.7046,4.3759,2022
wf_plus_pts,2023,5,repo,2,Kenny Pickett,QB,PIT,12.3600,9.5600,2,20.7100,6.6614,17,2.8986,3.2097,2022
wf_plus_pts,2023,5,repo,3,Cooper Kupp,WR,LA,15.8000,11.4333,3,20.7100,2.3046,65,9.1287,2.9667,2022
wf_plus_pts,2023,5,naive,1,Desmond Ridder,QB,ATL,26.1600,11.1067,3,20.7100,6.6614,17,4.4453,,2022
wf_plus_pts,2023,5,naive,2,Dallas Goedert,TE,PHI,25.7000,11.8333,3,20.7100,2.5509,43,9.2824,,2022
wf_plus_pts,2023,5,naive,3,Joe Burrow,QB,CIN,23.3800,20.7100,2,20.7100,6.6614,17,14.0486,,2022
wf_plus_pts,2023,6,repo,1,D'Onta Foreman,RB,CHI,7.2000,14.6333,3,28.2100,2.3614,35,12.2719,8.8837,2022
wf_plus_pts,2023,6,repo,2,Cooper Kupp,WR,LA,24.3000,5.2667,3,28.2100,2.8479,72,2.4187,6.6189,2022
wf_plus_pts,2023,6,repo,3,Jonathan Mingo,WR,CAR,3.1000,4.6000,2,28.2100,2.8479,72,1.7521,3.3612,2022
wf_plus_pts,2023,6,naive,1,Dak Prescott,QB,DAL,24.8800,28.2100,2,28.2100,9.0433,16,19.1667,,2022
wf_plus_pts,2023,6,naive,2,Cooper Kupp,WR,LA,24.3000,5.2667,3,28.2100,2.8479,72,2.4187,,2022
wf_plus_pts,2023,6,naive,3,Derek Carr,QB,NO,16.3200,17.4933,3,28.2100,9.0433,16,8.4500,,2022
wf_plus_pts,2023,7,repo,1,Darrell Henderson,RB,LA,13.1000,7.2500,2,17.2667,1.9036,23,5.3464,3.7135,2022
wf_plus_pts,2023,7,repo,2,Darrynton Evans,RB,CHI,5.9000,5.0333,3,17.2667,1.9036,23,3.1297,3.0207,2022
wf_plus_pts,2023,7,repo,3,Diontae Johnson,WR,PIT,10.4000,11.0667,3,17.2667,2.8477,51,8.2190,2.8497,2022
wf_plus_pts,2023,7,naive,1,Tyrod Taylor,QB,NYG,21.6600,1.2067,3,17.2667,5.6761,12,-4.4694,,2022
wf_plus_pts,2023,7,naive,2,Mac Jones,QB,NE,19.9800,10.2133,3,17.2667,5.6761,12,4.5372,,2022
wf_plus_pts,2023,7,naive,3,Derek Carr,QB,NO,17.4400,13.4800,3,17.2667,5.6761,12,7.8039,,2022
wf_plus_pts,2023,8,repo,1,David Njoku,TE,CLE,17.7000,12.3333,3,27.4600,3.0780,47,9.2553,4.2298,2022
wf_plus_pts,2023,8,repo,2,Dak Prescott,QB,DAL,28.0600,27.4600,3,27.4600,7.2441,21,20.2159,3.2467,2022
wf_plus_pts,2023,8,repo,3,Will Levis,QB,TEN,26.6200,9.0533,3,27.4600,7.2441,21,1.8092,3.2467,2022
wf_plus_pts,2023,8,naive,1,Dak Prescott,QB,DAL,28.0600,27.4600,3,27.4600,7.2441,21,20.2159,,2022
wf_plus_pts,2023,8,naive,2,Joe Burrow,QB,CIN,27.6200,16.9800,3,27.4600,7.2441,21,9.7359,,2022
wf_plus_pts,2023,8,naive,3,Will Levis,QB,TEN,26.6200,9.0533,3,27.4600,7.2441,21,1.8092,,2022
wf_plus_pts,2023,9,repo,1,Will Levis,QB,TEN,8.6800,8.5267,3,15.4400,4.8106,12,3.7161,5.0909,2022
wf_plus_pts,2023,9,repo,2,Brandon Powell,WR,MIN,8.5000,5.4667,3,15.4400,2.2164,70,3.2502,3.4333,2022
wf_plus_pts,2023,9,repo,3,Diontae Johnson,WR,PIT,18.5000,3.9333,3,15.4400,2.2164,70,1.7169,3.1693,2022
wf_plus_pts,2023,9,naive,1,Noah Brown,WR,HOU,24.3000,6.9000,3,15.4400,2.2164,70,4.6836,,2022
wf_plus_pts,2023,9,naive,2,Keaton Mitchell,RB,BAL,19.9000,9.2000,3,15.4400,1.7644,30,7.4356,,2022
wf_plus_pts,2023,9,naive,3,Deshaun Watson,QB,CLE,18.9600,5.4067,3,15.4400,4.8106,12,0.5961,,2022
wf_plus_pts,2023,10,repo,1,Tyler Conklin,TE,NYJ,14.0000,5.8667,3,17.9667,2.6807,44,3.1860,2.6180,2022
wf_plus_pts,2023,10,repo,2,A.T. Perry,WR,NO,10.8000,2.3500,2,17.9667,1.9181,58,0.4319,2.5000,2022
wf_plus_pts,2023,10,repo,3,Jonathan Mingo,WR,CAR,3.5000,6.3333,3,17.9667,1.9181,58,4.4152,2.1667,2022
wf_plus_pts,2023,10,naive,1,Kyler Murray,QB,ARI,17.2600,17.9667,3,17.9667,4.3493,18,13.6174,,2022
wf_plus_pts,2023,10,naive,2,Deshaun Watson,QB,CLE,16.2200,0.0000,3,17.9667,4.3493,18,-4.3493,,2022
wf_plus_pts,2023,10,naive,3,Tyler Conklin,TE,NYJ,14.0000,5.8667,3,17.9667,2.6807,44,3.1860,,2022
wf_plus_pts,2023,11,repo,1,Royce Freeman,RB,LA,7.3000,4.8667,3,23.3267,1.3346,27,3.5321,7.5754,2022
wf_plus_pts,2023,11,repo,2,Jonathan Mingo,WR,CAR,1.1000,7.0333,3,23.3267,2.3944,63,4.6389,4.4642,2022
wf_plus_pts,2023,11,repo,3,Christian Watson,WR,GB,9.2000,14.0000,3,23.3267,2.3944,63,11.6056,1.9123,2022
wf_plus_pts,2023,11,naive,1,Tommy DeVito,QB,NYG,22.5400,13.8300,2,23.3267,9.0500,16,4.7800,,2022
wf_plus_pts,2023,11,naive,2,Kyler Murray,QB,ARI,21.6600,16.1200,2,23.3267,9.0500,16,7.0700,,2022
wf_plus_pts,2023,11,naive,3,Justin Fields,QB,CHI,21.1600,17.6500,2,23.3267,9.0500,16,8.6000,,2022
wf_plus_pts,2023,12,repo,1,Kenny Pickett,QB,PIT,11.6200,1.0333,3,22.9400,8.3815,18,-7.3481,5.4712,2022
wf_plus_pts,2023,12,repo,2,Pat Freiermuth,TE,PIT,21.0000,5.7667,3,22.9400,3.7177,47,2.0489,3.1333,2022
wf_plus_pts,2023,12,repo,3,Jonathan Mingo,WR,CAR,8.0000,6.1000,3,22.9400,2.3248,86,3.7752,2.5317,2022
wf_plus_pts,2023,12,naive,1,Matthew Stafford,QB,LA,23.3600,21.7133,3,22.9400,8.3815,18,13.3319,,2022
wf_plus_pts,2023,12,naive,2,Pat Freiermuth,TE,PIT,21.0000,5.7667,3,22.9400,3.7177,47,2.0489,,2022
wf_plus_pts,2023,12,naive,3,Kyler Murray,QB,ARI,20.4400,12.5700,2,22.9400,8.3815,18,4.1885,,2022
wf_plus_pts,2023,13,repo,1,Will Levis,QB,TEN,11.4600,10.3467,3,20.6733,7.9540,15,2.3927,7.2151,2022
wf_plus_pts,2023,13,repo,2,Zay Jones,WR,JAX,10.3000,4.6000,3,20.6733,2.6848,47,1.9152,5.4995,2022
wf_plus_pts,2023,13,repo,3,DeVante Parker,WR,NE,8.4000,5.1333,3,20.6733,2.6848,47,2.4486,5.1486,2022
wf_plus_pts,2023,13,naive,1,Jake Browning,QB,CIN,26.1600,18.6867,3,20.6733,7.9540,15,10.7327,,2022
wf_plus_pts,2023,13,naive,2,Joe Flacco,QB,CLE,16.1600,20.6733,3,20.6733,7.9540,15,12.7193,,2022
wf_plus_pts,2023,13,naive,3,Harrison Bryant,TE,CLE,15.9000,0.5333,3,20.6733,2.5926,43,-2.0593,,2022
wf_plus_pts,2023,14,repo,1,JuJu Smith-Schuster,WR,NE,11.0000,0.0000,3,21.4467,2.1958,72,-2.1958,8.3044,2022
wf_plus_pts,2023,14,repo,2,Demarcus Robinson,WR,LA,12.1000,13.7000,3,21.4467,2.1958,72,11.5042,4.7871,2022
wf_plus_pts,2023,14,repo,3,Jonathan Mingo,WR,CAR,3.2000,2.5333,3,21.4467,2.1958,72,0.3375,3.4333,2022
wf_plus_pts,2023,14,naive,1,Desmond Ridder,QB,ATL,25.3800,2.1867,3,21.4467,7.8706,17,-5.6839,,2022
wf_plus_pts,2023,14,naive,2,Jake Browning,QB,CIN,23.7000,17.8133,3,21.4467,7.8706,17,9.9427,,2022
wf_plus_pts,2023,14,naive,3,Bailey Zappe,QB,NE,20.9000,12.6333,3,21.4467,7.8706,17,4.7627,,2022
wf_plus_pts,2023,15,repo,1,Jonathan Mingo,WR,CAR,5.2000,0.8000,3,20.6200,2.6559,82,-1.8559,9.9284,2022
wf_plus_pts,2023,15,repo,2,DeVante Parker,WR,NE,6.9000,3.8667,3,20.6200,2.6559,82,1.2107,5.4106,2022
wf_plus_pts,2023,15,repo,3,Kyler Murray,QB,ARI,13.3400,20.6200,3,20.6200,7.4409,23,13.1791,5.2696,2022
wf_plus_pts,2023,15,naive,1,Aidan O'Connell,QB,LV,25.9200,13.4000,3,20.6200,7.4409,23,5.9591,,2022
wf_plus_pts,2023,15,naive,2,Ty Chandler,RB,MIN,23.2000,8.5000,3,20.6200,2.1294,42,6.3706,,2022
wf_plus_pts,2023,15,naive,3,Josh Palmer,WR,LAC,19.3000,5.0667,3,20.6200,2.6559,82,2.4107,,2022
wf_plus_pts,2023,16,repo,1,DeVante Parker,WR,NE,8.5000,1.5500,2,20.7300,2.5028,83,-0.9528,6.4412,2022
wf_plus_pts,2023,16,repo,2,Joe Flacco,QB,CLE,24.8200,11.3300,2,20.7300,9.1063,19,2.2237,4.5323,2022
wf_plus_pts,2023,16,repo,3,Zamir White,RB,LV,14.5000,12.8500,2,20.7300,2.4486,37,10.4014,3.0220,2022
wf_plus_pts,2023,16,naive,1,Joe Flacco,QB,CLE,24.8200,11.3300,2,20.7300,9.1063,19,2.2237,,2022
wf_plus_pts,2023,16,naive,2,Kyler Murray,QB,ARI,20.4000,20.7300,2,20.7300,9.1063,19,11.6237,,2022
wf_plus_pts,2023,16,naive,3,Mason Rudolph,QB,PIT,20.0000,9.7200,2,20.7300,9.1063,19,0.6137,,2022
wf_plus_pts,2023,17,repo,1,Jamaal Williams,RB,NO,9.1000,10.9000,1,20.8000,2.0868,38,8.8132,5.4961,2022
wf_plus_pts,2023,17,repo,2,Greg Dortch,WR,ARI,11.7000,2.4000,1,20.8000,2.7352,71,-0.3352,3.2094,2022
wf_plus_pts,2023,17,repo,3,Jarrett Stidham,QB,DEN,13.5600,13.0800,1,20.8000,8.0236,22,5.0564,3.0047,2022
wf_plus_pts,2023,17,naive,1,Kyler Murray,QB,ARI,23.6800,17.7800,1,20.8000,8.0236,22,9.7564,,2022
wf_plus_pts,2023,17,naive,2,Juwan Johnson,TE,NO,23.0000,7.0000,1,20.8000,2.8894,47,4.1106,,2022
wf_plus_pts,2023,17,naive,3,Joe Flacco,QB,CLE,22.6600,0.0000,1,20.8000,8.0236,22,-8.0236,,2022
wf_plus_pts,2024,2,repo,1,Jacoby Brissett,QB,NE,10.5600,6.1133,3,25.1400,9.1100,19,-2.9967,3.2524,"2022,2023"
wf_plus_pts,2024,2,repo,2,Chuba Hubbard,RB,CAR,9.6000,20.3333,3,25.1400,3.2865,42,17.0468,3.0423,"2022,2023"
wf_plus_pts,2024,2,repo,3,Cade Otton,TE,TB,-0.4000,9.4333,3,25.1400,2.8093,52,6.6240,2.8813,"2022,2023"
wf_plus_pts,2024,2,naive,1,Marvin Harrison Jr.,WR,ARI,27.0000,10.8333,3,25.1400,3.6247,74,7.2086,,"2022,2023"
wf_plus_pts,2024,2,naive,2,Hunter Henry,TE,NE,18.9000,3.7667,3,25.1400,2.8093,52,0.9574,,"2022,2023"
wf_plus_pts,2024,2,naive,3,Braelon Allen,RB,NYJ,18.6000,5.5667,3,25.1400,3.2865,42,2.2802,,"2022,2023"
wf_plus_pts,2024,3,repo,1,Carson Steele,RB,KC,7.9000,0.1500,2,25.8900,3.3785,45,-3.2285,6.3333,"2022,2023"
wf_plus_pts,2024,3,repo,2,Cade Otton,TE,TB,9.7000,9.3667,3,25.8900,3.4698,53,5.8969,5.5493,"2022,2023"
