scheme,season,week,arm,n,mean_fwd3,mean_vs_pos,week_ceiling,min_span
recent,2025,5,naive,3,12.7744,6.6595,23.8133,2
recent,2025,5,repo,3,7.3889,4.8474,23.8133,2
recent,2025,6,naive,3,15.0822,6.5068,27.0000,3
recent,2025,6,repo,3,8.5278,5.1530,27.0000,2
recent,2025,7,naive,3,14.4489,9.1685,27.5100,3
recent,2025,7,repo,3,9.7700,5.1351,27.5100,2
recent,2025,8,naive,3,10.6600,7.1327,20.2800,2
recent,2025,8,repo,3,10.7433,6.6049,20.2800,2
recent,2025,9,naive,3,10.0022,4.0577,20.6333,2
recent,2025,9,repo,3,8.2000,5.6803,20.6333,3
recent,2025,10,naive,3,8.8867,3.5748,20.8733,3
recent,2025,10,repo,3,4.6022,0.8254,20.8733,3
recent,2025,11,naive,3,10.7722,6.5403,19.1200,2
recent,2025,11,repo,3,10.2344,6.0025,19.1200,2
recent,2025,12,naive,3,6.8022,0.9833,21.6600,2
recent,2025,12,repo,3,0.8444,-4.6199,21.6600,3
recent,2025,13,naive,3,7.6922,0.4931,28.5500,2
recent,2025,13,repo,3,8.2867,3.2569,28.5500,3
recent,2025,14,naive,3,15.1200,8.2415,19.0400,3
recent,2025,14,repo,3,4.2333,2.5818,19.0400,3
recent,2025,15,naive,3,12.9911,6.1168,24.3333,3
recent,2025,15,repo,3,6.3556,3.8991,24.3333,3
recent,2025,16,naive,3,18.3100,9.7978,21.8400,2
recent,2025,16,repo,3,8.8567,3.8871,21.8400,2
recent,2025,17,naive,3,8.9800,2.1526,24.4000,1
recent,2025,17,repo,3,10.1067,4.5621,24.4000,1
depth0.75,2014,2,naive,3,17.3156,7.7505,23.4900,3
depth0.75,2014,2,repo,3,9.7533,2.9862,23.4900,3
depth0.75,2014,3,naive,3,7.1844,1.1553,21.2600,2
depth0.75,2014,3,repo,3,7.4556,3.4909,21.2600,3
depth0.75,2014,4,naive,3,15.4800,7.6124,24.7200,2
depth0.75,2014,4,repo,3,10.5778,6.8761,24.7200,3
depth0.75,2014,5,naive,3,18.9800,12.8118,29.1133,3
depth0.75,2014,5,repo,3,12.9578,4.7054,29.1133,3
depth0.75,2014,6,naive,3,15.5889,6.4493,28.1067,3
depth0.75,2014,6,repo,3,9.7867,3.3935,28.1067,3
depth0.75,2014,7,naive,3,12.6600,6.5645,31.4000,3
depth0.75,2014,7,repo,3,7.5944,3.2490,31.4000,2
depth0.75,2014,8,naive,3,12.8300,8.1149,23.7000,2
depth0.75,2014,8,repo,3,7.2111,3.4561,23.7000,2
depth0.75,2014,9,naive,3,10.4489,6.6289,22.4333,3
depth0.75,2014,9,repo,3,11.2111,8.1497,22.4333,2
depth0.75,2014,10,naive,3,13.7611,9.4141,22.8333,2
depth0.75,2014,10,repo,3,9.0889,6.0305,22.8333,3
depth0.75,2014,11,naive,3,12.9933,6.6689,25.6000,3
depth0.75,2014,11,repo,3,13.7889,9.7627,25.6000,3
depth0.75,2014,12,naive,3,13.5956,7.4501,19.9667,3
depth0.75,2014,12,repo,3,7.4778,3.5187,19.9667,3
depth0.75,2014,13,naive,3,4.9667,-0.5723,19.2267,3
depth0.75,2014,13,repo,3,8.3000,4.8697,19.2267,3
depth0.75,2014,14,naive,3,10.0978,2.9218,21.9933,3
depth0.75,2014,14,repo,3,5.6044,0.3221,21.9933,3
depth0.75,2014,15,naive,3,10.5367,3.0667,25.0600,2
depth0.75,2014,15,repo,3,5.2133,-2.1131,25.0600,2
depth0.75,2014,16,naive,3,12.4200,6.6500,31.3000,1
depth0.75,2014,16,repo,3,6.6200,0.9118,31.3000,1
depth0.75,2015,2,naive,3,16.2889,6.4231,34.8000,2
depth0.75,2015,2,repo,3,14.1289,6.8471,34.8000,2
depth0.75,2015,3,naive,3,13.1111,8.8167,29.0500,2
depth0.75,2015,3,repo,3,8.2556,2.0804,29.0500,3
depth0.75,2015,4,naive,3,14.7311,5.2044,26.9500,2
depth0.75,2015,4,repo,3,11.6811,5.0885,26.9500,2
depth0.75,2015,5,naive,3,13.5244,5.6075,26.2000,3
depth0.75,2015,5,repo,3,9.3444,5.6918,26.2000,2
depth0.75,2015,6,naive,3,14.7689,3.7988,29.1600,2
depth0.75,2015,6,repo,3,12.4889,8.6015,29.1600,2
depth0.75,2015,7,naive,3,16.1956,10.1060,29.3467,2
depth0.75,2015,7,repo,3,11.5667,8.1552,29.3467,2
depth0.75,2015,8,naive,3,15.4267,8.4972,24.1600,2
depth0.75,2015,8,repo,3,16.8756,11.7895,24.1600,2
depth0.75,2015,9,naive,3,11.2289,6.2580,24.5000,3
depth0.75,2015,9,repo,3,12.5111,9.1782,24.5000,3
depth0.75,2015,10,naive,3,9.5911,3.3639,31.5533,3
depth0.75,2015,10,repo,3,6.0222,2.5383,31.5533,3
depth0.75,2015,11,naive,3,18.5711,11.7009,33.8467,3
depth0.75,2015,11,repo,3,16.3200,6.9204,33.8467,3
depth0.75,2015,12,naive,3,16.9178,11.1891,24.8533,3
depth0.75,2015,12,repo,3,18.0289,12.3002,24.8533,3
depth0.75,2015,13,naive,3,12.8444,3.6039,29.7867,3
depth0.75,2015,13,repo,3,8.0933,2.2322,29.7867,3
depth0.75,2015,14,naive,3,12.3311,4.4723,29.0333,3
depth0.75,2015,14,repo,3,4.9444,1.0927,29.0333,3
depth0.75,2015,15,naive,3,14.8433,7.1820,25.6200,2
depth0.75,2015,15,repo,3,3.9467,-1.0096,25.6200,2
depth0.75,2015,16,naive,3,8.5000,2.2238,23.7600,1
depth0.75,2015,16,repo,3,4.3000,-1.9762,23.7600,1
depth0.75,2016,2,naive,3,8.5511,2.2956,20.8133,3
depth0.75,2016,2,repo,3,11.1667,6.8951,20.8133,3
depth0.75,2016,3,naive,3,11.2178,3.7286,22.1200,3
depth0.75,2016,3,repo,3,12.0300,5.0429,22.1200,2
depth0.75,2016,4,naive,3,10.9411,1.1132,24.9867,2
depth0.75,2016,4,repo,3,7.5889,1.4124,24.9867,3
depth0.75,2016,5,naive,3,17.1000,8.9349,30.6500,3
depth0.75,2016,5,repo,3,7.9900,0.9355,30.6500,2
depth0.75,2016,6,naive,3,18.5967,12.4389,24.3000,2
depth0.75,2016,6,repo,3,11.2167,7.4748,24.3000,2
depth0.75,2016,7,naive,3,12.2000,8.1335,23.0600,2
depth0.75,2016,7,repo,3,15.3867,7.3003,23.0600,2
depth0.75,2016,8,naive,3,15.5689,8.0864,25.8600,2
depth0.75,2016,8,repo,3,6.6667,3.5481,25.8600,3
depth0.75,2016,9,naive,3,21.3956,12.1157,25.4933,3
depth0.75,2016,9,repo,3,7.4167,2.0065,25.4933,2
depth0.75,2016,10,naive,3,17.9667,10.0743,20.7667,3
depth0.75,2016,10,repo,3,9.8833,4.3487,20.7667,2
depth0.75,2016,11,naive,3,11.1844,3.3716,20.5200,3
depth0.75,2016,11,repo,3,6.2778,3.3830,20.5200,3
depth0.75,2016,12,naive,3,9.2311,0.0814,20.1467,3
depth0.75,2016,12,repo,3,7.7644,2.5857,20.1467,3
depth0.75,2016,13,naive,3,7.5200,2.8194,19.8200,3
depth0.75,2016,13,repo,3,10.2444,5.5687,19.8200,3
depth0.75,2016,14,naive,3,7.2467,0.9242,22.8933,3
depth0.75,2016,14,repo,3,11.2911,2.2448,22.8933,3
depth0.75,2016,15,naive,3,7.9700,1.7505,24.1600,2
depth0.75,2016,15,repo,3,12.3333,3.0863,24.1600,2
depth0.75,2016,16,naive,3,10.6400,2.9626,27.4000,1
depth0.75,2016,16,repo,3,11.2267,7.9271,27.4000,1
depth0.75,2017,2,naive,3,18.1611,6.1333,29.8000,2
depth0.75,2017,2,repo,3,11.3667,6.9090,29.8000,3
depth0.75,2017,3,naive,3,10.5222,1.1534,30.8533,2
depth0.75,2017,3,repo,3,12.3700,5.2007,30.8533,2
depth0.75,2017,4,naive,3,19.7933,9.6901,29.4200,2
depth0.75,2017,4,repo,3,9.3511,3.5321,29.4200,2
depth0.75,2017,5,naive,3,8.1067,3.2304,21.0000,3
depth0.75,2017,5,repo,3,13.1311,8.2548,21.0000,2
depth0.75,2017,6,naive,3,6.6633,0.4347,19.8800,2
depth0.75,2017,6,repo,3,10.5889,6.7350,19.8800,2
depth0.75,2017,7,naive,3,7.3089,1.6072,20.7900,2
depth0.75,2017,7,repo,3,6.8711,0.5997,20.7900,3
depth0.75,2017,8,naive,3,13.5100,4.8196,23.6100,2
depth0.75,2017,8,repo,3,5.4111,0.7857,23.6100,2
depth0.75,2017,9,naive,3,7.5489,2.2724,17.4400,2
depth0.75,2017,9,repo,3,11.2156,5.2536,17.4400,2
depth0.75,2017,10,naive,3,11.1078,4.1392,25.9400,2
depth0.75,2017,10,repo,3,9.5078,4.4124,25.9400,2
depth0.75,2017,11,naive,3,11.7644,4.8430,25.7600,3
depth0.75,2017,11,repo,3,13.5333,6.6119,25.7600,3
depth0.75,2017,12,naive,3,18.9111,10.6498,22.8733,3
depth0.75,2017,12,repo,3,10.8533,4.1060,22.8733,3
depth0.75,2017,13,naive,3,15.0822,9.0852,21.9800,3
depth0.75,2017,13,repo,3,12.0644,6.0675,21.9800,3
depth0.75,2017,14,naive,3,4.8556,1.5719,20.9200,3
depth0.75,2017,14,repo,3,10.2422,5.0713,20.9200,3
depth0.75,2017,15,naive,3,6.1167,1.6514,18.7800,2
depth0.75,2017,15,repo,3,8.7733,4.0256,18.7800,2
depth0.75,2017,16,naive,3,10.5600,4.7294,24.6600,1
depth0.75,2017,16,repo,3,15.0133,7.6157,24.6600,1
depth0.75,2018,2,naive,3,22.0133,8.9443,27.9400,3
depth0.75,2018,2,repo,3,19.6444,15.0744,27.9400,3
depth0.75,2018,3,naive,3,11.0200,3.2963,35.4000,3
depth0.75,2018,3,repo,3,9.7333,5.2650,35.4000,3
depth0.75,2018,4,naive,3,20.3578,5.6610,29.3800,2
depth0.75,2018,4,repo,3,8.2556,3.7242,29.3800,3
depth0.75,2018,5,naive,3,9.1489,2.6687,24.8700,2
depth0.75,2018,5,repo,3,4.6000,0.8268,24.8700,3
depth0.75,2018,6,naive,3,15.8689,4.7060,29.4000,2
depth0.75,2018,6,repo,3,10.6222,5.9110,29.4000,2
depth0.75,2018,7,naive,3,17.2122,9.2781,22.3100,2
depth0.75,2018,7,repo,3,17.8400,9.9059,22.3100,2
depth0.75,2018,8,naive,3,14.1878,6.1549,21.2800,2
depth0.75,2018,8,repo,3,15.1311,10.8446,21.2800,2
depth0.75,2018,9,naive,3,8.7000,5.3085,24.2800,2
depth0.75,2018,9,repo,3,9.3967,4.2297,24.2800,2
depth0.75,2018,10,naive,3,13.4111,9.3935,21.4500,3
depth0.75,2018,10,repo,3,10.6022,3.4810,21.4500,2
depth0.75,2018,11,naive,3,5.5500,2.3811,21.9733,2
depth0.75,2018,11,repo,3,6.7667,3.1245,21.9733,2
depth0.75,2018,12,naive,3,13.2844,5.2214,29.6800,3
depth0.75,2018,12,repo,3,7.2444,1.9527,29.6800,3
depth0.75,2018,13,naive,3,12.6511,5.8324,31.0800,3
depth0.75,2018,13,repo,3,7.8089,0.4271,31.0800,3
depth0.75,2018,14,naive,3,11.5222,3.3669,23.9667,3
depth0.75,2018,14,repo,3,7.8444,2.9912,23.9667,3
depth0.75,2018,15,naive,3,15.5367,8.8170,26.0700,2
depth0.75,2018,15,repo,3,14.2667,10.1486,26.0700,2
depth0.75,2018,16,naive,3,14.5867,4.1751,40.4600,1
depth0.75,2018,16,repo,3,15.4000,8.9978,40.4600,1
depth0.75,2019,2,naive,3,20.3067,13.8908,28.5200,3
depth0.75,2019,2,repo,3,15.9333,12.0829,28.5200,3
depth0.75,2019,3,naive,3,6.7800,1.2074,19.6200,2
depth0.75,2019,3,repo,3,10.5111,6.2753,19.6200,3
depth0.75,2019,4,naive,3,13.0267,4.9426,25.6933,2
depth0.75,2019,4,repo,3,4.4722,0.4731,25.6933,2
depth0.75,2019,5,naive,3,6.5433,1.4064,23.7000,2
depth0.75,2019,5,repo,3,5.8722,2.5394,23.7000,2
depth0.75,2019,6,naive,3,16.8244,10.3509,30.8500,3
depth0.75,2019,6,repo,3,15.4044,5.7915,30.8500,2
depth0.75,2019,7,naive,3,9.5211,3.6885,23.4333,2
depth0.75,2019,7,repo,3,16.5944,10.7618,23.4333,2
depth0.75,2019,8,naive,3,16.1978,7.8298,22.8533,2
depth0.75,2019,8,repo,3,11.2444,7.8328,22.8533,3
depth0.75,2019,9,naive,3,16.9322,6.4919,25.6500,2
depth0.75,2019,9,repo,3,7.7611,4.8261,25.6500,2
depth0.75,2019,10,naive,3,13.3700,4.1629,23.0700,2
depth0.75,2019,10,repo,3,5.6778,2.0393,23.0700,3
depth0.75,2019,11,naive,3,13.7467,4.6330,24.9667,3
depth0.75,2019,11,repo,3,7.2333,4.1177,24.9667,3
depth0.75,2019,12,naive,3,16.0956,7.6702,26.5333,3
depth0.75,2019,12,repo,3,9.7444,4.6337,26.5333,3
depth0.75,2019,13,naive,3,13.8244,4.4359,30.4000,3
depth0.75,2019,13,repo,3,5.5222,1.9434,30.4000,3
depth0.75,2019,14,naive,3,18.8711,7.7486,25.4733,3
depth0.75,2019,14,repo,3,19.9911,13.8134,25.4733,3
depth0.75,2019,15,naive,3,21.3633,15.1379,27.9800,2
depth0.75,2019,15,repo,3,16.2667,11.9649,27.9800,2
depth0.75,2019,16,naive,3,18.5133,8.5151,33.8000,1
depth0.75,2019,16,repo,3,16.3467,8.0393,33.8000,1
depth0.75,2020,2,naive,3,14.2667,7.2461,25.9000,3
depth0.75,2020,2,repo,3,13.3000,8.6903,25.9000,3
depth0.75,2020,3,naive,3,12.5033,5.7150,25.1800,2
depth0.75,2020,3,repo,3,7.9556,4.4304,25.1800,2
depth0.75,2020,4,naive,3,12.0300,6.3351,32.9200,2
depth0.75,2020,4,repo,3,10.2111,6.3842,32.9200,2
depth0.75,2020,5,naive,3,19.9900,10.6246,29.8500,2
depth0.75,2020,5,repo,3,9.5222,2.7572,29.8500,3
depth0.75,2020,6,naive,3,11.3378,5.3233,26.2500,2
depth0.75,2020,6,repo,3,9.3644,3.3510,26.2500,3
depth0.75,2020,7,naive,3,9.4311,2.4489,23.2133,2
depth0.75,2020,7,repo,3,12.1333,8.6483,23.2133,3
depth0.75,2020,8,naive,3,11.4578,3.9002,23.6800,3
depth0.75,2020,8,repo,3,10.1678,6.8911,23.6800,2
depth0.75,2020,9,naive,3,9.7633,4.0143,22.2400,2
depth0.75,2020,9,repo,3,11.6111,8.3328,22.2400,2
depth0.75,2020,10,naive,3,7.7811,0.9635,23.5133,2
depth0.75,2020,10,repo,3,9.5667,4.8428,23.5133,2
depth0.75,2020,11,naive,3,12.9422,7.3729,25.8000,3
depth0.75,2020,11,repo,3,5.9600,-1.2539,25.8000,3
depth0.75,2020,12,naive,3,9.5156,2.3228,26.6533,3
depth0.75,2020,12,repo,3,11.7422,6.3547,26.6533,3
depth0.75,2020,13,naive,3,16.4111,4.7830,25.2267,3
depth0.75,2020,13,repo,3,8.4867,2.3246,25.2267,3
depth0.75,2020,14,naive,3,15.2578,6.5479,24.2267,3
depth0.75,2020,14,repo,3,2.4556,-1.3863,24.2267,3
depth0.75,2020,15,naive,3,14.1433,6.8304,24.6000,2
depth0.75,2020,15,repo,3,10.3233,4.7540,24.6000,2
depth0.75,2020,16,naive,3,14.3667,10.6302,37.9800,1
depth0.75,2020,16,repo,3,10.9867,5.7072,37.9800,1
depth0.75,2021,2,naive,3,20.2133,9.4634,31.6467,3
depth0.75,2021,2,repo,3,20.0000,11.5621,31.6467,3
depth0.75,2021,3,naive,3,22.7711,10.9472,28.4133,3
depth0.75,2021,3,repo,3,7.4000,3.3667,28.4133,2
depth0.75,2021,4,naive,3,18.7967,6.3088,23.7400,2
depth0.75,2021,4,repo,3,14.4778,10.3801,23.7400,3
depth0.75,2021,5,naive,3,8.5889,4.1109,23.2467,2
depth0.75,2021,5,repo,3,8.7200,2.5175,23.2467,2
depth0.75,2021,6,naive,3,11.0644,5.3958,20.9400,3
depth0.75,2021,6,repo,3,6.9944,3.1892,20.9400,2
depth0.75,2021,7,naive,3,10.5867,4.7570,21.7200,3
depth0.75,2021,7,repo,3,6.9222,3.5451,21.7200,2
depth0.75,2021,8,naive,3,10.2889,3.2121,20.4667,2
depth0.75,2021,8,repo,3,2.3722,-0.6363,20.4667,2
depth0.75,2021,9,naive,3,6.6444,1.5858,17.6333,3
depth0.75,2021,9,repo,3,2.1211,-1.7684,17.6333,2
depth0.75,2021,10,naive,3,9.5244,4.3301,18.4333,3
depth0.75,2021,10,repo,3,13.8778,9.8347,18.4333,3
depth0.75,2021,11,naive,3,10.1667,3.5959,25.3333,2
depth0.75,2021,11,repo,3,10.6122,5.9228,25.3333,2
depth0.75,2021,12,naive,3,8.1733,1.9350,18.6933,2
depth0.75,2021,12,repo,3,7.5444,4.2227,18.6933,3
depth0.75,2021,13,naive,3,11.3022,5.8193,17.4333,3
depth0.75,2021,13,repo,3,12.4556,8.9986,17.4333,3
depth0.75,2021,14,naive,3,12.0378,7.3209,18.8000,3
depth0.75,2021,14,repo,3,8.2622,4.1986,18.8000,3
depth0.75,2021,15,naive,3,5.9289,-0.3293,25.3333,3
depth0.75,2021,15,repo,3,12.8467,7.9946,25.3333,3
depth0.75,2021,16,naive,3,5.4000,1.2549,28.2500,2
depth0.75,2021,16,repo,3,3.2000,-0.8910,28.2500,2
depth0.75,2021,17,naive,3,17.7067,11.4777,27.2400,1
depth0.75,2021,17,repo,3,6.4000,1.8943,27.2400,1
depth0.75,2022,2,naive,3,7.8000,-2.4148,24.8733,3
depth0.75,2022,2,repo,3,9.6556,5.5506,24.8733,3
depth0.75,2022,3,naive,3,7.8111,4.3742,22.8000,2
depth0.75,2022,3,repo,3,13.4844,7.3733,22.8000,3
depth0.75,2022,4,naive,3,8.6867,0.6099,20.5000,3
depth0.75,2022,4,repo,3,8.1111,4.4301,20.5000,3
depth0.75,2022,5,naive,3,9.2122,3.6991,22.6000,2
depth0.75,2022,5,repo,3,16.2667,12.6096,22.6000,3
depth0.75,2022,6,naive,3,7.9933,1.0015,30.7067,3
depth0.75,2022,6,repo,3,11.2889,7.7303,30.7067,3
depth0.75,2022,7,naive,3,18.5844,9.2116,36.0467,2
depth0.75,2022,7,repo,3,20.7156,14.1642,36.0467,2
depth0.75,2022,8,naive,3,15.0800,9.4846,23.7400,2
depth0.75,2022,8,repo,3,9.5556,6.8182,23.7400,3
depth0.75,2022,9,naive,3,17.0711,10.8991,22.9333,2
depth0.75,2022,9,repo,3,1.8667,-2.5297,22.9333,3
depth0.75,2022,10,naive,3,10.9889,7.8439,20.3333,3
depth0.75,2022,10,repo,3,13.0222,9.7909,20.3333,2
depth0.75,2022,11,naive,3,10.6111,4.7308,15.4667,2
depth0.75,2022,11,repo,3,12.3800,7.8560,15.4667,3
depth0.75,2022,12,naive,3,10.3644,1.9663,24.0333,3
depth0.75,2022,12,repo,3,10.6156,5.5113,24.0333,3
depth0.75,2022,13,naive,3,18.1756,13.2680,23.4667,3
depth0.75,2022,13,repo,3,10.7511,5.8419,23.4667,3
depth0.75,2022,14,naive,3,11.4489,5.7310,20.8667,3
depth0.75,2022,14,repo,3,13.8444,9.5449,20.8667,3
depth0.75,2022,15,naive,3,10.9778,7.7258,20.6000,3
depth0.75,2022,15,repo,3,12.1333,8.7809,20.6000,3
depth0.75,2022,16,naive,3,8.8167,4.0740,23.3500,2
depth0.75,2022,16,repo,3,12.5833,7.7781,23.3500,2
depth0.75,2022,17,naive,3,12.8867,6.9511,25.0000,1
depth0.75,2022,17,repo,3,2.4333,-2.2447,25.0000,1
depth0.75,2023,2,naive,3,15.0244,4.0534,31.9333,3
depth0.75,2023,2,repo,3,16.9289,9.2500,31.9333,3
depth0.75,2023,3,naive,3,11.3111,4.0066,22.1667,3
depth0.75,2023,3,repo,3,16.8778,11.6497,22.1667,3
depth0.75,2023,4,naive,3,6.7133,0.4144,22.3500,3
depth0.75,2023,4,repo,3,10.1556,6.7884,22.3500,2
depth0.75,2023,5,naive,3,14.1778,7.1992,26.4700,3
depth0.75,2023,5,repo,3,15.9978,10.9544,26.4700,3
depth0.75,2023,6,naive,3,16.9900,9.4259,28.2100,2
depth0.75,2023,6,repo,3,6.0833,3.0520,28.2100,2
depth0.75,2023,7,naive,3,6.9844,0.6409,24.3200,3
depth0.75,2023,7,repo,3,8.9611,6.0924,24.3200,2
depth0.75,2023,8,naive,3,17.8311,9.8503,27.4600,3
depth0.75,2023,8,repo,3,13.9711,7.5405,27.4600,2
depth0.75,2023,9,naive,3,7.6333,4.7656,17.2000,3
depth0.75,2023,9,repo,3,9.3111,6.4434,17.2000,3
depth0.75,2023,10,naive,3,13.2644,9.6174,17.9667,3
depth0.75,2023,10,repo,3,5.4556,2.5790,17.9667,3
depth0.75,2023,11,naive,3,17.4344,7.7341,23.3267,2
depth0.75,2023,11,repo,3,10.9178,5.9382,23.3267,3
depth0.75,2023,12,naive,3,15.5111,7.6402,22.9400,3
depth0.75,2023,12,repo,3,9.4067,3.8656,22.9400,3
depth0.75,2023,13,naive,3,9.2044,2.7521,20.6733,3
depth0.75,2023,13,repo,3,7.4900,3.0265,20.6733,2
depth0.75,2023,14,naive,3,13.2622,3.1263,21.7067,3
depth0.75,2023,14,repo,3,12.9400,7.3270,21.7067,3
depth0.75,2023,15,naive,3,14.8222,8.5048,22.5667,3
depth0.75,2023,15,repo,3,15.1511,8.8337,22.5667,3
depth0.75,2023,16,naive,3,11.8833,4.0862,21.3700,2
depth0.75,2023,16,repo,3,12.7733,6.9383,21.3700,2
depth0.75,2023,17,naive,3,11.1333,4.4035,20.8000,1
depth0.75,2023,17,repo,3,15.7467,11.0449,20.8000,1
depth0.75,2024,2,naive,3,9.7889,5.5101,25.1400,2
depth0.75,2024,2,repo,3,10.8400,2.5523,25.1400,3
depth0.75,2024,3,naive,3,14.1356,6.9256,25.8900,3
depth0.75,2024,3,repo,3,17.4133,11.4833,25.8900,3
depth0.75,2024,4,naive,3,18.2078,7.0824,26.1000,2
depth0.75,2024,4,repo,3,12.5378,6.0944,26.1000,2
depth0.75,2024,5,naive,3,10.8644,3.8463,21.5200,3
depth0.75,2024,5,repo,3,10.4856,4.9223,21.5200,2
depth0.75,2024,6,naive,3,7.8489,1.7630,29.2667,2
depth0.75,2024,6,repo,3,14.4222,9.7529,29.2667,3
depth0.75,2024,7,naive,3,12.0533,7.1379,21.1000,2
depth0.75,2024,7,repo,3,8.3889,5.9619,21.1000,2
depth0.75,2024,8,naive,3,13.6033,5.7498,21.5067,2
depth0.75,2024,8,repo,3,7.9056,5.4886,21.5067,2
depth0.75,2024,9,naive,3,10.6267,4.2981,24.2600,2
depth0.75,2024,9,repo,3,13.3833,10.2353,24.2600,2
depth0.75,2024,10,naive,3,15.4833,6.4615,25.7333,2
depth0.75,2024,10,repo,3,11.6333,9.3090,25.7333,3
depth0.75,2024,11,naive,3,13.4889,3.5983,25.7400,2
depth0.75,2024,11,repo,3,8.2167,4.9938,25.7400,2
depth0.75,2024,12,naive,3,13.7444,6.6878,21.6333,3
depth0.75,2024,12,repo,3,4.9667,2.7392,21.6333,3
depth0.75,2024,13,naive,3,11.2778,1.6679,20.1533,3
depth0.75,2024,13,repo,3,9.6667,6.4389,20.1533,3
depth0.75,2024,14,naive,3,6.7889,2.1448,18.7000,3
depth0.75,2024,14,repo,3,5.2000,2.8180,18.7000,3
depth0.75,2024,15,naive,3,10.1711,5.1139,26.8267,3
depth0.75,2024,15,repo,3,2.7333,-1.3500,26.8267,3
depth0.75,2024,16,naive,3,21.8733,14.0724,26.6800,2
depth0.75,2024,16,repo,3,6.7000,3.6764,26.6800,2
depth0.75,2024,17,naive,3,10.2067,5.2132,36.4400,1
depth0.75,2024,17,repo,3,7.3333,2.4457,36.4400,1
depth0.75,2025,2,naive,3,9.7933,1.6148,23.7600,3
depth0.75,2025,2,repo,3,13.4111,9.6513,23.7600,3
depth0.75,2025,3,naive,3,7.7067,2.0409,27.1933,3
depth0.75,2025,3,repo,3,11.2333,7.6515,27.1933,2
depth0.75,2025,4,naive,3,19.0022,7.7045,24.6267,3
depth0.75,2025,4,repo,3,11.0833,7.4456,24.6267,2
depth0.75,2025,5,naive,3,15.9333,9.3339,23.8133,2
depth0.75,2025,5,repo,3,14.0433,9.3854,23.8133,2
depth0.75,2025,6,naive,3,15.0822,6.2022,27.0000,3
depth0.75,2025,6,repo,3,6.7233,0.9366,27.0000,2
depth0.75,2025,7,naive,3,14.4489,9.0308,27.5100,3
depth0.75,2025,7,repo,3,11.2000,8.2151,27.5100,3
depth0.75,2025,8,naive,3,10.1556,4.4335,20.2800,2
depth0.75,2025,8,repo,3,7.9667,5.4767,20.2800,2
depth0.75,2025,9,naive,3,10.0022,4.1983,20.6333,2
depth0.75,2025,9,repo,3,11.0611,7.8377,20.6333,2
depth0.75,2025,10,naive,3,8.8867,3.6388,20.8733,3
depth0.75,2025,10,repo,3,6.2689,2.1949,20.8733,3
depth0.75,2025,11,naive,3,12.6444,8.2211,19.1200,2
depth0.75,2025,11,repo,3,6.0056,1.4873,19.1200,2
depth0.75,2025,12,naive,3,3.9022,-2.4901,21.6600,2
depth0.75,2025,12,repo,3,2.3111,-2.2694,21.6600,3
depth0.75,2025,13,naive,3,7.6922,-0.2232,28.5500,2
depth0.75,2025,13,repo,3,13.6389,9.9381,28.5500,2
depth0.75,2025,14,naive,3,11.8289,5.7552,19.0400,3
depth0.75,2025,14,repo,3,7.9444,5.4886,19.0400,3
depth0.75,2025,15,naive,3,12.9911,5.4915,25.2667,3
depth0.75,2025,15,repo,3,13.0289,5.5293,25.2667,3
depth0.75,2025,16,naive,3,15.0733,7.7052,29.5000,2
depth0.75,2025,16,repo,3,6.8333,3.4012,29.5000,2
depth0.75,2025,17,naive,3,13.1600,6.6736,34.3000,1
depth0.75,2025,17,repo,3,2.5667,-0.8053,34.3000,1
depth1.25,2014,2,naive,3,17.3156,7.2865,23.4900,3
depth1.25,2014,2,repo,3,9.7333,2.9016,23.4900,2
depth1.25,2014,3,naive,3,7.1844,1.6403,20.5800,2
depth1.25,2014,3,repo,3,5.0556,2.6257,20.5800,3
depth1.25,2014,4,naive,3,8.8200,5.2398,20.4667,2
depth1.25,2014,4,repo,3,10.2356,6.3911,20.4667,2
depth1.25,2014,5,naive,3,17.7978,11.4208,29.1133,3
depth1.25,2014,5,repo,3,14.9822,10.6103,29.1133,3
depth1.25,2014,6,naive,3,8.9089,1.2552,20.6700,3
depth1.25,2014,6,repo,3,15.4222,12.7621,20.6700,2
depth1.25,2014,7,naive,3,8.4889,5.8856,21.1000,2
depth1.25,2014,7,repo,3,9.0833,6.4801,21.1000,2
depth1.25,2014,8,naive,3,11.5522,7.1790,23.7000,2
depth1.25,2014,8,repo,3,4.6733,1.2091,23.7000,2
depth1.25,2014,9,naive,3,8.3256,5.1332,22.4333,2
depth1.25,2014,9,repo,3,7.3389,3.9681,22.4333,2
depth1.25,2014,10,naive,3,11.1511,7.1562,16.0000,3
depth1.25,2014,10,repo,3,2.6711,-0.2175,16.0000,3
depth1.25,2014,11,naive,3,7.5489,2.2945,14.9000,3
depth1.25,2014,11,repo,3,5.5756,1.9634,14.9000,3
depth1.25,2014,12,naive,3,6.5067,1.9949,15.3667,3
depth1.25,2014,12,repo,3,5.6111,3.0696,15.3667,3
depth1.25,2014,13,naive,3,5.9000,-0.0428,17.4400,3
depth1.25,2014,13,repo,3,7.9222,1.9794,17.4400,3
depth1.25,2014,14,naive,3,11.5600,5.7565,16.7267,3
depth1.25,2014,14,repo,3,5.4711,1.4194,16.7267,3
depth1.25,2014,15,naive,3,9.5100,2.2731,20.5200,2
depth1.25,2014,15,repo,3,1.7167,-2.2220,20.5200,2
