overall_rank,pos_rank,player_display_name,position,team,season,week,score,score_lo,score_hi,proj_pts,proj_pts_lo,proj_pts_hi,snap,snap_jump,targets,tgt_share,eb_tgt_share,carries,carry_share,eb_car_share,receptions,air_yards_share,wopr_opp,kal_role,cusum,pts,pts_lag1,cum_before,rank_before,conformal_half_width,model_coverage
68,18,Dante Pettis,WR,NO,2025,18,0.5670,0.2779,0.8561,1.8000,0.0000,5.9500,0.7600,0.3400,5,0.2500,0.0527,0,0.0000,0.0011,5,0.0498,12.5000,0.5755,2.0086,8.5000,4.8000,6.7000,104.0000,0.2891,0.7978
69,19,James Proche,WR,TEN,2025,18,0.5662,0.2771,0.8553,1.8000,0.0000,5.9333,0.4800,0.0200,1,0.0357,0.0777,0,0.0000,0.0013,1,0.0394,2.5000,0.4482,1.7195,1.0000,1.0000,8.5000,101.0000,0.2891,0.7978
70,20,Jahan Dotson,WR,PHI,2025,18,0.5661,0.2770,0.8552,1.8000,0.0000,5.9333,0.9400,0.3700,8,0.2353,0.0872,0,0.0000,0.0005,3,0.3629,20.0000,0.7364,1.9594,5.5000,0.0000,35.7000,74.0000,0.2891,0.7978
71,26,Grant Calcaterra,TE,PHI,2025,18,0.5645,0.2789,0.8501,2.4667,0.5667,6.6754,0.4400,-0.0050,3,0.0882,0.0568,0,0.0000,0.0001,2,0.0627,7.5000,0.4116,0.0000,10.1000,1.3000,12.5000,51.0000,0.2856,0.8300
72,13,Tanner McKee,QB,PHI,2025,18,0.5614,0.2474,0.8754,9.6600,0.0000,18.0005,1.0000,0.8450,0,0.0000,0.0002,2,0.1053,0.0667,0,0.0000,2.0000,0.5633,7.6676,11.9400,-0.2000,1.8200,34.0000,0.3140,0.7937
73,27,Blake Whiteheart,TE,CLE,2025,18,0.5607,0.2752,0.8463,2.4333,0.5333,6.5333,0.6500,0.1300,1,0.0476,0.0320,0,0.0000,0.0001,0,0.0510,2.5000,0.5558,2.8356,0.0000,0.0000,2.4000,61.0000,0.2856,0.8300
74,28,Will Dissly,TE,LAC,2025,18,0.5561,0.2706,0.8417,2.4000,0.5333,6.4500,0.4400,0.2750,5,0.1316,0.0609,0,0.0000,0.0001,1,0.0937,12.5000,0.3123,0.2430,1.6000,3.9000,19.1000,44.0000,0.2856,0.8300
75,21,Konata Mumpfield,WR,LA,2025,18,0.5540,0.2649,0.8431,1.7000,0.0000,5.6667,0.4800,-0.0800,1,0.0270,0.0691,0,0.0000,0.0007,0,0.0167,2.5000,0.5166,2.4877,0.0000,2.0000,20.2000,85.0000,0.2891,0.7978
76,22,Kalif Raymond,WR,DET,2025,18,0.5507,0.2616,0.8398,1.6667,0.0000,5.5667,0.1900,0.0150,3,0.0833,0.0627,0,0.0000,0.0053,3,0.0520,7.5000,0.1903,0.0000,6.7000,1.0000,48.1000,62.0000,0.2891,0.7978
77,29,Dawson Knox,TE,BUF,2025,18,0.5491,0.2635,0.8347,2.3667,0.5000,6.2333,0.0500,-0.6050,2,0.0952,0.1124,0,0.0000,0.0000,2,0.1055,5.0000,0.3480,0.0000,10.4000,8.0000,93.3000,20.0000,0.2856,0.8300
78,23,Jack Bech,WR,LV,2025,18,0.5462,0.2571,0.8353,1.6333,0.0000,5.4667,0.5800,-0.1850,2,0.0800,0.0823,0,0.0000,0.0007,0,0.0973,5.0000,0.6464,0.0000,0.0000,5.3000,32.4000,75.0000,0.2891,0.7978
79,14,Will Shipley,RB,PHI,2025,18,0.5419,0.2391,0.8448,1.2000,0.0000,5.1901,0.4100,0.3100,3,0.0882,0.0330,1,0.0526,0.0392,2,-0.0157,8.5000,0.2515,5.6077,2.3000,0.2000,12.7000,60.0000,0.3029,0.8092
80,14,Clayton Tune,QB,GB,2025,18,0.5416,0.2276,0.8556,9.2209,0.0000,17.3063,1.0000,0.8300,0,0.0000,0.0003,4,0.1143,0.1040,0,0.0000,4.0000,0.6680,0.0000,3.6600,-1.6800,-1.6800,42.0000,0.3140,0.7937
81,15,Trey Lance,QB,LAC,2025,18,0.5415,0.2275,0.8556,9.2197,0.0000,17.3042,1.0000,0.7900,0,0.0000,0.0002,9,0.4286,0.1566,0,0.0000,9.0000,0.5913,8.5560,8.3400,0.7600,5.2000,31.0000,0.3140,0.7937
82,30,David Martin-Robinson,TE,TEN,2025,18,0.5408,0.2552,0.8263,2.3000,0.4667,6.0667,0.4100,0.2050,3,0.1071,0.0256,0,0.0000,0.0001,1,0.1102,7.5000,0.2954,2.2733,2.4000,1.9000,10.6000,53.0000,0.2856,0.8300
83,31,Mitchell Evans,TE,CAR,2025,18,0.5320,0.2464,0.8176,2.1667,0.4333,5.9167,0.4500,0.0150,2,0.0690,0.0652,0,0.0000,0.0027,1,0.0040,5.0000,0.4585,0.7251,1.5000,1.6000,46.7000,36.0000,0.2856,0.8300
84,32,Brenden Bates,TE,CLE,2025,18,0.5303,0.2448,0.8159,2.1500,0.4333,5.8667,0.4600,0.0100,1,0.0476,0.0519,0,0.0000,0.0002,1,0.0153,2.5000,0.4324,1.5314,1.6000,2.9000,7.2000,55.0000,0.2856,0.8300
85,33,Ben Sims,TE,MIN,2025,18,0.5296,0.2440,0.8152,2.1500,0.4333,5.8436,0.3400,0.0600,4,0.1379,0.0923,0,0.0000,0.0002,1,0.3333,10.0000,0.3095,0.0000,2.8000,1.3000,3.2000,59.0000,0.2856,0.8300
86,34,Mo Alie-Cox,TE,IND,2025,18,0.5282,0.2426,0.8137,2.1333,0.4000,5.8000,0.4200,0.1000,4,0.1379,0.0701,0,0.0000,0.0001,3,0.0346,10.0000,0.3878,0.0000,5.2000,11.0000,25.5000,42.0000,0.2856,0.8300
87,24,Jalen Tolbert,WR,DAL,2025,18,0.5244,0.2353,0.8136,1.4667,0.0000,5.0599,0.3800,-0.0550,1,0.0435,0.0820,0,0.0000,0.0006,0,0.1180,2.5000,0.4142,0.0000,0.0000,5.1000,37.3000,73.0000,0.2891,0.7978
88,25,Tim Patrick,WR,JAX,2025,18,0.5238,0.2347,0.8129,1.4512,0.0000,5.0333,0.3600,0.1450,1,0.0385,0.0776,0,0.0000,0.0006,1,0.0034,2.5000,0.3130,0.0000,0.9000,0.0000,43.3000,68.0000,0.2891,0.7978
89,15,Trayveon Williams,RB,CLE,2025,18,0.5219,0.2190,0.8248,1.1000,0.0000,4.7957,0.2100,-0.0550,2,0.0952,0.0658,1,0.0417,0.0755,1,-0.0459,6.0000,0.2351,0.0000,2.5000,1.0000,10.6000,62.0000,0.3029,0.8092
90,16,Jawhar Jordan,RB,HOU,2025,18,0.5218,0.2189,0.8247,1.1000,0.0000,4.7892,0.1500,-0.1650,0,0.0000,0.0622,5,0.1562,0.3426,0,0.0000,5.0000,0.2244,0.0000,0.3000,3.6000,25.9000,52.0000,0.3029,0.8092
91,35,Keleki Latu,TE,BUF,2025,18,0.5203,0.2348,0.8059,2.1000,0.3962,5.7481,0.6800,0.5200,3,0.1429,0.0588,0,0.0000,0.0002,3,0.0402,7.5000,0.4371,0.0000,6.1000,0.0000,1.4000,67.0000,0.2856,0.8300
92,26,Jahdae Walker,WR,CHI,2025,18,0.5161,0.2270,0.8052,1.4000,0.0000,4.9333,0.3600,-0.0850,3,0.1200,0.0586,0,0.0000,0.0012,2,0.1808,7.5000,0.3734,0.1369,10.6000,4.0000,13.1000,93.0000,0.2891,0.7978
93,36,Josh Oliver,TE,MIN,2025,18,0.5137,0.2282,0.7993,2.0366,0.0667,5.5667,0.4600,-0.2650,2,0.0690,0.0609,0,0.0000,0.0001,2,0.0303,5.0000,0.6003,0.0000,4.9000,1.8000,50.1000,34.0000,0.2856,0.8300
94,27,Xavier Smith,WR,LA,2025,18,0.5118,0.2227,0.8009,1.3667,0.0000,4.8667,0.3300,-0.0450,2,0.0541,0.0458,0,0.0000,0.0005,1,0.1031,5.0000,0.3441,1.8154,1.1000,8.7000,38.2000,72.0000,0.2891,0.7978
95,28,Darius Cooper,WR,PHI,2025,18,0.5066,0.2175,0.7957,1.3333,0.0000,4.7333,0.8400,0.5350,5,0.1471,0.0674,0,0.0000,0.0011,3,0.1775,12.5000,0.5634,5.4770,4.8000,0.9000,8.9000,99.0000,0.2891,0.7978
96,29,Arian Smith,WR,NYJ,2025,18,0.4954,0.2063,0.7845,1.2667,0.0000,4.5506,0.3300,0.1950,2,0.1250,0.0527,1,0.0435,0.0110,0,0.1233,6.0000,0.2540,0.0000,0.2000,1.0000,9.8000,98.0000,0.2891,0.7978
97,30,KeAndre Lambert-Smith,WR,LAC,2025,18,0.4901,0.2009,0.7792,1.2333,0.0000,4.4333,0.3200,0.1550,5,0.1316,0.0416,0,0.0000,0.0008,2,0.2127,12.5000,0.2438,1.9378,3.4000,0.0000,10.2000,97.0000,0.2891,0.7978
98,37,Austin Hooper,TE,NE,2025,18,0.4826,0.1970,0.7682,1.8000,0.0000,5.0333,0.4100,0.0500,1,0.0526,0.0722,0,0.0000,0.0001,1,0.0117,2.5000,0.4159,0.0000,1.5000,9.1000,57.8000,27.0000,0.2856,0.8300
99,31,Cedrick Wilson Jr.,WR,MIA,2025,18,0.4807,0.1916,0.7698,1.1667,0.0000,4.3000,0.6400,0.0300,2,0.1250,0.0693,0,0.0000,0.0012,0,0.1125,5.0000,0.5861,2.5445,0.0000,1.3000,6.9000,103.0000,0.2891,0.7978
100,17,British Brooks,RB,HOU,2025,18,0.4790,0.1761,0.7819,0.8667,0.0000,4.0333,0.2600,0.2250,0,0.0000,0.0048,13,0.4062,0.0720,0,0.0000,13.0000,0.1477,2.1328,6.3000,0.0000,1.5000,79.0000,0.3029,0.8092
101,32,Devontez Walker,WR,BAL,2025,18,0.4746,0.1855,0.7637,1.1500,0.0000,4.2000,0.7300,0.5350,2,0.1176,0.0468,0,0.0000,0.0010,2,0.1412,5.0000,0.4561,5.3435,11.6000,0.0000,23.0000,79.0000,0.2891,0.7978
102,38,Johnny Mundt,TE,JAX,2025,18,0.4731,0.1875,0.7586,1.7333,0.0000,4.8489,0.3100,-0.0550,1,0.0385,0.0695,0,0.0000,0.0001,1,0.0203,2.5000,0.3399,0.0000,2.6000,0.0000,17.5000,48.0000,0.2856,0.8300
103,39,Noah Fant,TE,CIN,2025,18,0.4614,0.1758,0.7470,1.6333,0.0000,4.6559,0.2200,-0.1000,1,0.0263,0.0862,0,0.0000,0.0001,1,-0.0052,2.5000,0.2676,0.0000,-0.5000,0.0000,75.3000,22.0000,0.2856,0.8300
104,40,Jackson Hawes,TE,BUF,2025,18,0.4602,0.1747,0.7458,1.6000,0.0000,4.6333,0.2900,-0.2500,1,0.0476,0.0567,0,0.0000,0.0000,1,0.0000,2.5000,0.4274,0.1346,1.0000,4.6000,51.7000,31.0000,0.2856,0.8300
105,18,D'Ernest Johnson,RB,NE,2025,18,0.4527,0.1498,0.7556,0.7000,0.0000,3.6376,0.1500,0.0300,0,0.0000,0.0084,5,0.1471,0.1054,0,0.0000,5.0000,0.1365,0.0000,1.3000,0.5000,1.2000,80.0000,0.3029,0.8092
106,41,Brevyn Spann-Ford,TE,DAL,2025,18,0.4520,0.1664,0.7376,1.5667,0.0000,4.5333,0.3100,-0.0450,3,0.1304,0.0250,0,0.0000,0.0000,2,0.2022,7.5000,0.3408,0.0982,5.0000,4.1000,19.0000,45.0000,0.2856,0.8300
107,19,Zavier Scott,RB,MIN,2025,18,0.4512,0.1483,0.7541,0.7000,0.0000,3.6178,0.0900,0.0250,1,0.0345,0.0525,3,0.1000,0.1182,1,0.0000,5.5000,0.0753,0.0000,2.2000,0.0000,30.0000,49.0000,0.3029,0.8092
108,20,Zamir White,RB,LV,2025,18,0.4494,0.1465,0.7523,0.7000,0.0000,3.6000,0.0300,-0.2100,1,0.0400,0.0458,1,0.0323,0.1029,1,-0.0133,3.5000,0.1281,0.0000,1.5000,0.2000,6.1000,69.0000,0.3029,0.8092
109,33,Jalen Royals,WR,KC,2025,18,0.4469,0.1578,0.7360,0.9667,0.0000,3.7667,0.6700,0.4800,3,0.1000,0.0597,0,0.0000,0.0026,2,0.0987,7.5000,0.4780,0.0000,1.4000,0.0000,0.0000,116.0000,0.2891,0.7978
110,34,Dyami Brown,WR,JAX,2025,18,0.4465,0.1574,0.7356,0.9667,0.0000,3.7667,0.1300,-0.0450,1,0.0385,0.1497,0,0.0000,0.0190,1,0.0271,2.5000,0.1750,0.0000,1.3000,-1.6000,38.4000,71.0000,0.2891,0.7978
111,35,Bo Melton,WR,GB,2025,18,0.4457,0.1566,0.7349,0.9571,0.0000,3.7667,0.2500,0.0650,1,0.1000,0.0401,0,0.0000,0.0131,0,-0.0741,2.5000,0.2348,2.3114,0.0000,3.9000,22.2000,82.0000,0.2891,0.7978
112,16,J.J. McCarthy,QB,MIN,2025,18,0.4434,0.1294,0.7574,5.4727,0.0000,14.6048,0.6400,-0.1200,0,0.0000,0.0001,2,0.0667,0.1447,0,0.0000,2.0000,0.7000,0.0000,7.9800,8.3200,117.4000,20.0000,0.3140,0.7937
113,36,Brycen Tremayne,WR,CAR,2025,18,0.4433,0.1542,0.7325,0.9500,0.0000,3.7333,0.1400,-0.0100,2,0.0690,0.0450,0,0.0000,0.0005,2,0.0593,5.0000,0.1494,0.0000,3.7000,0.0000,19.3000,86.0000,0.2891,0.7978
114,37,Derius Davis,WR,LAC,2025,18,0.4394,0.1503,0.7285,0.9333,0.0000,3.6333,0.6600,0.6550,1,0.0263,0.0127,0,0.0000,0.0063,1,0.0152,2.5000,0.3408,11.5800,1.2000,0.0000,1.3000,114.0000,0.2891,0.7978
115,42,Chris Manhertz,TE,NYG,2025,18,0.4310,0.1454,0.7166,1.4333,0.0000,4.2500,0.3100,-0.0000,1,0.0312,0.0325,0,0.0000,0.0002,0,0.0543,2.5000,0.3173,0.0000,0.0000,0.0000,1.7000,64.0000,0.2856,0.8300
116,21,Tyler Goodson,RB,IND,2025,18,0.4308,0.1279,0.7337,0.6333,0.0000,3.2345,0.0500,0.0100,0,0.0000,0.0162,1,0.0357,0.0396,0,0.0000,1.0000,0.0478,0.0000,0.3000,0.9000,3.9000,75.0000,0.3029,0.8092
117,38,Scott Miller,WR,PIT,2025,18,0.4299,0.1408,0.7191,0.8667,0.0000,3.5000,0.2100,-0.2100,2,0.0588,0.1000,0,0.0000,0.0021,2,0.0062,5.0000,0.3141,0.0000,1.9000,4.0000,8.8000,100.0000,0.2891,0.7978
118,43,Payne Durham,TE,TB,2025,18,0.4296,0.1440,0.7152,1.4333,0.0000,4.2333,0.2700,-0.1000,1,0.0476,0.0231,0,0.0000,0.0001,0,0.0915,2.5000,0.3000,0.0000,0.0000,0.0000,2.1000,62.0000,0.2856,0.8300
119,39,Quentin Skinner,WR,NYJ,2025,18,0.4273,0.1382,0.7164,0.8667,0.0000,3.4500,0.3300,,1,0.0625,0.0929,0,0.0000,0.0040,1,0.0548,2.5000,0.3300,0.0000,3.5000,,0.0000,116.0000,0.2891,0.7978
120,44,Quintin Morris,TE,JAX,2025,18,0.4270,0.1414,0.7125,1.4000,0.0000,4.2000,0.4300,0.2250,1,0.0385,0.0383,0,0.0000,0.0001,1,0.0068,2.5000,0.3186,0.4912,7.5000,0.0000,10.0000,54.0000,0.2856,0.8300
121,22,Ameer Abdullah,RB,IND,2025,18,0.4251,0.1222,0.7280,0.6000,0.0000,3.1000,0.1200,0.0400,2,0.0690,0.0527,1,0.0357,0.0460,2,0.0000,6.0000,0.1147,0.0000,3.5000,0.9000,26.4000,51.0000,0.3029,0.8092
122,23,Rasheen Ali,RB,BAL,2025,18,0.4236,0.1207,0.7265,0.6000,0.0000,3.0726,0.1600,-0.0500,0,0.0000,0.0325,1,0.0370,0.0179,0,0.0000,1.0000,0.1941,1.5464,0.0000,1.8000,19.7000,56.0000,0.3029,0.8092
123,45,Tyler Conklin,TE,LAC,2025,18,0.4235,0.1379,0.7091,1.3962,0.0000,4.1564,0.3200,0.0100,1,0.0263,0.0493,0,0.0000,0.0067,1,0.0101,2.5000,0.3096,0.0000,1.6000,2.2000,15.7000,49.0000,0.2856,0.8300
124,40,Samori Toure,WR,NO,2025,18,0.4232,0.1341,0.7123,0.8333,0.0000,3.3667,0.1500,,3,0.1500,0.1441,0,0.0000,0.0058,1,0.1068,7.5000,0.1500,0.0000,0.8000,,0.0000,116.0000,0.2891,0.7978
125,24,Tyler Badie,RB,DEN,2025,18,0.4192,0.1164,0.7221,0.5667,0.0000,3.0333,0.1500,-0.0200,2,0.1000,0.0621,2,0.0645,0.0215,2,-0.5000,7.0000,0.1492,0.0000,3.6000,0.0000,22.3000,54.0000,0.3029,0.8092
126,25,Phil Mafah,RB,DAL,2025,18,0.4188,0.1159,0.7217,0.5667,0.0000,3.0333,0.1800,,2,0.0870,0.0777,5,0.1923,0.2022,2,-0.0618,10.0000,0.1800,0.0000,9.9000,,0.0000,85.0000,0.3029,0.8092
127,46,Luke Schoonmaker,TE,DAL,2025,18,0.4173,0.1317,0.7029,1.3500,0.0000,4.0518,0.2900,-0.0900,1,0.0435,0.0465,0,0.0000,0.0001,1,0.0056,2.5000,0.3300,0.1208,2.2000,3.5000,25.0000,43.0000,0.2856,0.8300
128,26,Evan Hull,RB,NO,2025,18,0.4172,0.1143,0.7201,0.5667,0.0000,3.0000,0.1200,-0.0850,0,0.0000,0.0129,2,0.4000,0.1727,0,0.0000,2.0000,0.1657,0.0000,1.1000,0.3000,4.8000,70.0000,0.3029,0.8092
129,41,Britain Covey,WR,PHI,2025,18,0.4145,0.1254,0.7037,0.8000,0.0000,3.2667,0.5500,0.5450,4,0.1176,0.0305,0,0.0000,0.0011,2,0.0209,10.0000,0.2803,10.2200,3.0000,0.0000,0.0000,116.0000,0.2891,0.7978
130,17,Davis Mills,QB,HOU,2025,18,0.4123,0.0983,0.7263,4.5514,0.0000,13.8333,0.3500,-0.6500,0,0.0000,0.0001,1,0.0312,0.0833,0,0.0000,1.0000,0.6448,0.0000,2.6400,14.5200,65.9600,24.0000,0.3140,0.7937
131,27,Hassan Haskins,RB,LAC,2025,18,0.4111,0.1082,0.7139,0.5425,0.0000,2.9000,0.0400,-0.0150,0,0.0000,0.0130,1,0.0476,0.0645,0,0.0000,1.0000,0.0536,0.0000,0.3000,0.0000,7.7000,64.0000,0.3029,0.8092
132,42,Dylan Drummond,WR,ATL,2025,18,0.4105,0.1214,0.6996,0.7667,0.0000,3.2000,0.1600,-0.0350,0,0.0000,0.0808,0,0.0000,0.0011,0,0.0000,0.0000,0.1854,0.0000,0.0000,0.0000,7.7000,102.0000,0.2891,0.7978
133,47,Pharaoh Brown,TE,ARI,2025,18,0.4053,0.1198,0.6909,1.2667,0.0000,3.9270,0.2200,0.1100,0,0.0000,0.0170,0,0.0000,0.0003,0,0.0000,0.0000,0.1733,2.4874,0.0000,2.1000,2.1000,62.0000,0.2856,0.8300
134,48,Ben Yurosek,TE,MIN,2025,18,0.3995,0.1139,0.6851,1.2333,0.0000,3.8000,0.3900,0.1700,1,0.0345,0.0250,0,0.0000,0.0001,1,0.0253,2.5000,0.3016,1.5664,1.9000,0.0000,1.5000,66.0000,0.2856,0.8300
135,28,Dameon Pierce,RB,KC,2025,18,0.3951,0.0922,0.6980,0.4667,0.0000,2.6667,0.0800,0.0800,0,0.0000,0.0121,4,0.1739,0.1032,0,0.0000,4.0000,0.0615,0.0000,1.0000,0.0000,2.6000,76.0000,0.3029,0.8092
136,43,Jonathan Mingo,WR,DAL,2025,18,0.3923,0.1031,0.6814,0.6667,0.0000,2.9667,0.4400,0.2150,1,0.0435,0.0356,0,0.0000,0.0013,0,0.0562,2.5000,0.3067,1.4889,0.0000,0.0000,3.0000,112.0000,0.2891,0.7978
137,29,Nyheim Hines,RB,NO,2025,18,0.3922,0.0893,0.6951,0.4667,0.0000,2.6333,0.0100,-0.0400,0,0.0000,0.0204,0,0.0000,0.0562,0,0.0000,0.0000,0.0260,0.0000,0.0000,-0.2000,-0.2000,86.0000,0.3029,0.8092
138,18,Shane Buechele,QB,KC,2025,18,0.3901,0.0761,0.7041,3.7057,0.0000,13.4748,0.4500,,0,0.0000,0.0003,1,0.0435,0.0763,0,0.0000,1.0000,0.4500,0.0000,3.9200,,0.0000,37.0000,0.3140,0.7937
139,44,Jalen Brooks,WR,ARI,2025,18,0.3882,0.0991,0.6773,0.6667,0.0000,2.9500,0.2700,-0.1100,0,0.0000,0.0439,0,0.0000,0.0017,0,0.0000,0.0000,0.2711,0.0000,0.0000,0.0000,6.6000,105.0000,0.2891,0.7978
140,45,Gunner Olszewski,WR,NYG,2025,18,0.3824,0.0933,0.6715,0.6333,0.0000,2.9000,0.8400,0.7500,9,0.2812,0.0305,0,0.0000,0.0004,8,0.4130,22.5000,0.4701,7.8843,14.2000,2.4000,16.6200,89.0000,0.2891,0.7978
141,30,Julius Chestnut,RB,TEN,2025,18,0.3821,0.0792,0.6850,0.4333,0.0000,2.5522,0.0000,-0.0150,0,0.0000,0.0074,0,0.0000,0.0334,0,0.0000,0.0000,0.0056,0.0000,0.0000,0.0000,4.0000,74.0000,0.3029,0.8092
142,31,AJ Dillon,RB,PHI,2025,18,0.3805,0.0777,0.6834,0.4333,0.0000,2.5381,0.0300,-0.1150,1,0.0294,0.0233,0,0.0000,0.0825,1,0.0078,2.5000,0.0870,0.0000,0.8000,1.0000,6.8000,67.0000,0.3029,0.8092
143,46,LaJohntay Wester,WR,BAL,2025,18,0.3775,0.0884,0.6666,0.6000,0.0000,2.8333,0.1800,0.1150,0,0.0000,0.0047,0,0.0000,0.0005,0,0.0000,0.0000,0.1344,1.6406,0.0000,0.0000,0.0000,116.0000,0.2891,0.7978
144,49,Durham Smythe,TE,CHI,2025,18,0.3738,0.0882,0.6594,1.0493,0.0000,3.4819,0.2200,-0.0750,0,0.0000,0.0390,0,0.0000,0.0001,0,0.0000,0.0000,0.2448,0.0000,0.0000,2.1000,6.5000,56.0000,0.2856,0.8300
145,47,Tai Felton,WR,MIN,2025,18,0.3732,0.0841,0.6623,0.6000,0.0000,2.8000,0.1300,-0.0100,0,0.0000,0.0132,0,0.0000,0.0007,0,0.0000,0.0000,0.1139,2.7632,0.0000,1.1000,4.0000,110.0000,0.2891,0.7978
146,48,Tutu Atwell,WR,LA,2025,18,0.3695,0.0804,0.6586,0.5667,0.0000,2.7333,0.1300,0.0000,3,0.0811,0.0549,0,0.0000,0.0009,1,0.1532,7.5000,0.1850,0.0000,2.4000,0.0000,25.8000,77.0000,0.2891,0.7978
147,49,Justin Watson,WR,HOU,2025,18,0.3678,0.0786,0.6569,0.5500,0.0000,2.7000,0.1900,-0.2950,0,0.0000,0.0622,0,0.0000,0.0020,0,0.0000,0.0000,0.3233,0.0000,0.0000,0.8000,4.5000,109.0000,0.2891,0.7978
148,19,Joshua Dobbs,QB,NE,2025,18,0.3662,0.0522,0.6802,2.5116,0.0000,12.9430,0.2400,0.0600,0,0.0000,0.0002,3,0.0882,0.0794,0,0.0000,3.0000,0.2082,1.1000,0.9200,1.1000,1.1800,36.0000,0.3140,0.7937
149,50,Ashton Dulin,WR,IND,2025,18,0.3624,0.0733,0.6515,0.5333,0.0000,2.6628,0.3700,0.2200,2,0.0690,0.0374,0,0.0000,0.0092,0,0.1667,5.0000,0.2594,0.4479,0.0000,0.0000,17.5000,88.0000,0.2891,0.7978
150,32,Cam Akers,RB,SEA,2025,18,0.3609,0.0580,0.6638,0.3333,0.0000,2.3333,0.0100,0.0000,0,0.0000,0.0177,0,0.0000,0.0444,0,0.0000,0.0000,0.0192,0.0000,0.0000,0.0000,7.1800,66.0000,0.3029,0.8092
151,20,Max Brosmer,QB,MIN,2025,18,0.3608,0.0468,0.6748,2.2316,-0.0179,12.6411,0.3600,-0.3800,0,0.0000,0.0001,0,0.0000,0.0480,0,0.0000,0.0000,0.5598,0.3608,0.2800,3.6400,3.9400,32.0000,0.3140,0.7937
152,33,Reggie Gilliam,RB,BUF,2025,18,0.3595,0.0566,0.6624,0.3333,0.0000,2.2881,0.2000,0.1000,1,0.0476,0.0108,2,0.0465,0.0074,1,0.1055,4.5000,0.1608,0.0000,3.1000,0.0000,0.7000,82.0000,0.3029,0.8092
153,34,Dare Ogunbowale,RB,HOU,2025,18,0.3588,0.0559,0.6617,0.3333,0.0000,2.2667,0.1300,-0.1150,2,0.0714,0.0301,1,0.0312,0.0307,1,-0.0104,6.0000,0.1543,1.5207,1.4000,0.4000,17.7000,58.0000,0.3029,0.8092
154,21,Nick Mullens,QB,JAX,2025,18,0.3490,0.0350,0.6630,1.9310,-0.0660,12.3600,0.1800,0.0700,0,0.0000,0.0002,3,0.1250,0.1167,0,0.0000,3.0000,0.1421,1.3000,0.4400,-0.2000,-0.4800,40.0000,0.3140,0.7937
155,51,Shedrick Jackson,WR,LV,2025,18,0.3464,0.0573,0.6355,0.4333,0.0000,2.4667,0.0800,-0.0100,1,0.0400,0.0741,1,0.0323,0.0127,1,0.0487,3.5000,0.0895,0.0000,1.9000,3.0000,12.0000,95.0000,0.2891,0.7978
156,50,Cameron Latu,TE,PHI,2025,18,0.3419,0.0563,0.6275,0.8500,0.0000,3.0667,0.3000,0.2200,0,0.0000,0.0051,0,0.0000,0.0001,0,0.0000,0.0000,0.1858,3.9000,0.0000,0.0000,0.0000,70.0000,0.2856,0.8300
157,35,DeeJay Dallas,RB,JAX,2025,18,0.3407,0.0378,0.6436,0.2667,0.0000,2.1000,0.0000,-0.0700,0,0.0000,0.0152,0,0.0000,0.0267,0,0.0000,0.0000,0.0475,0.0000,0.0000,2.1000,2.1000,78.0000,0.3029,0.8092
158,51,Jack Westover,TE,NE,2025,18,0.3313,0.0457,0.6168,0.8000,0.0000,2.9667,0.3600,0.0850,1,0.0526,0.0288,0,0.0000,0.0002,1,0.0000,2.5000,0.3384,0.0000,1.0000,0.0000,0.0000,70.0000,0.2856,0.8300
159,36,Dylan Laube,RB,LV,2025,18,0.3296,0.0267,0.6325,0.2333,0.0000,1.9667,0.0000,0.0000,0,0.0000,0.0110,0,0.0000,0.0212,0,0.0000,0.0000,0.0033,0.0000,0.0000,0.0000,4.2000,73.0000,0.3029,0.8092
160,52,Jordan Whittington,WR,LA,2025,18,0.3284,0.0393,0.6175,0.3667,0.0000,2.2449,0.0000,-0.1800,0,0.0000,0.0504,0,0.0000,0.0076,0,0.0000,0.0000,0.0938,0.0000,0.0000,0.0000,27.3000,76.0000,0.2891,0.7978
